aaaa 晶晶
sitj 監察
sitj 監考
sitk 監獄
sitm 監工
sitm 監理
sitn 監院
sito 監修
sitq 監控
sits 監的
sits 監聽
sitt 的禮
sitw 監國
sity 監督
sity 監護
sitz 的戒
sitz 監造
siu  的視
siv  的威
siw  的福
siyf 的戚
siyp 的龐
siyr 的店
siz  的我
sizg 的庭
sjab 屠體
sjaf 的煮
sjag 屠城
sjah 屠戶
sjaj 屠宰
sjak 屠殺
sjan 耳門
sjaq 屠夫
sjas 屠刀
sjas 耳聞
sjav 的宴
sjay 屠龍
sjbb 臂膀
sjbf 的察
sjbj 的南
sjbk 臂力
sjbm 的宜
sjbu 耳目
sjbv 的囊
sjbv 臂彎
sjby 臂章
sjbz 的直
sjcb 的窩
sjcc 的顛
sjcg 的窒
sjch 鬢毛
sjck 的突
sjcm 的空
sjcn 的究
sjcn 鬢角
sjcr 的容
sjcs 的窄
sjcs 鬢髮
sjcw 的窗
sjcz 的真
sjcz 鬢邊
sjdk 的教
sjdq 的韓
sjds 的勃
sjdv 耳根
sjdz 的宋
sjdz 耳機
sje  的支
sjeb 耳濡
sjef 的繫
sjem 的翅
sjeq 的擊
sjer 的客
sjer 耳洞
sjet 耳溫
sjfb 的宵
sjff 耳炎
sjfj 耿直
sjfk 耳尖
sjfm 耳光
sjfo 耿介
sjfs 耿耿
sjfz 的寫
sjgc 耳赤
sjgd 壁櫥
sjge 耳殼
sjge 耳鼓
sjgf 壁燈
sjgg 壁報
sjgl 壁畫
sjgm 壁面
sjgn 壁小
sjgq 壁掛
sjgr 耳垢
sjgs 壁的
sjgs 壁磚
sjgw 壁壘
sjgx 壁紙
sjgy 壁虎
sjgz 的室
sjha 劈開
sjhb 的竊
sjhb 的轎
sjhc 的賓
sjhd 耳朵
sjhf 劈削
sjhf 劈掌
sjhg 耳垂
sjhi 劈成
sjhk 劈頭
sjhm 劈面
sjhn 的窮
sjhp 的宅
sjhq 劈手
sjhq 的牢
sjhr 劈啪
sjhr 耳筒
sjhs 劈刀
sjhs 劈劈
sjhs 耳房
sjht 耳鼻
sjhu 耳毛
sjhw 的審
sjhy 耳科
sjhz 劈柴
sjhz 的穿
sjib 的輔
sjic 的戴
sjid 的栽
sjig 的截
sjij 的載
sjim 璧玉
sjio 璧人
sjio 璧合
sjip 的惠
sjiq 的博
sjiv 的裁
sjiw 耳福
sjiz 的轉
sjjb 的朝
sjjb 耳窩
sjjb 耳輪
sjjg 耳塞
sjjj 的轟
sjjm 耳窿
sjjm 聶政
sjjn 的乾
sjjr 的轄
sjjz 的車
sjk  的丈
sjkb 耳病
sjkb 耳痛
sjkd 的孝
sjkg 的釐
sjki 的宏
sjki 耳套
sjkk 耳疾
sjkn 的軌
sjkr 的寄
sjks 的協
sjks 耳力
sjku 的窺
sjla 的暫
sjlb 耳背
sjlb 耳蝸
sjlc 耳順
sjlg 耳裡
sjlj 耶教
sjlm 耶酥
sjln 耶穌
sjlr 的官
sjlr 耶路
sjlv 的妻
sjlw 的宙
sjly 耶誕
sjlz 的事
sjlz 耳中
sjm  的士
sjma 的宣
sjmc 的寶
sjmd 的宇
sjmd 耳珠
sjmf 的宗
sjmh 的寡
sjmj 的軒
sjml 的麵
sjmm 的輕
sjmr 耳石
sjmu 的完
sjmv 耳環
sjmw 的輻
sjmy 耳下
sjn  的字
sjnd 耳子
sjnf 耳際
sjng 耳墜
sjno 的軟
sjnu 耳孔
sjo  的做
sjoa 的宿
sjob 的輪
sjob 耳飾
sjod 耳仔
sjoi 的麥
sjoj 的幹
sjom 的翰
sjon 的輸
sjpb 恥骨
sjph 恥笑
sjpi 的蜜
sjpj 的宰
sjpl 駝背
sjpm 恥辱
sjpn 的寧
sjpn 駝子
sjps 駝馬
sjpu 駝峰
sjpz 的它
sjqg 磚塊
sjqi 磚廠
sjqj 磚窯
sjqk 磚頭
sjql 擘畫
sjql 磚片
sjqm 磚瓦
sjqp 的憲
sjqr 的害
sjqt 磚茶
sjqv 磚牆
sjqz 的守
sjqz 磚造
sjra 居間
sjrb 居多
sjrb 居然
sjrc 居業
sjrc 的額
sjre 居港
sjrf 居家
sjrf 耳鳴
sjrg 居地
sjrh 居所
sjrh 居留
sjri 居次
sjrj 居士
sjrk 居大
sjrk 的故
sjrl 居中
sjrl 居裡
sjrm 居功
sjrn 的割
sjro 居住
sjrp 居心
sjrq 居先
sjrr 居民
sjrs 居屋
sjrs 居於
sjrs 居的
sjrt 居前
sjrt 居首
sjru 的克
sjrv 的喪
sjrw 居里
sjry 居處
sjrz 的古
sjs  的考
sjs  耳的
sjsc 耳鬢
sjsd 耳屎
sjsp 耳聰
sjsp 耳聽
sjsv 的輾
sjtc 的賽
sjtg 的塞
sjti 的寬
sjty 的寒
sjuc 碗公
sjuc 碗盆
sjud 碗櫃
sjud 碗櫥
sjuf 碗糕
sjuh 碗筷
sjuj 碗麵
sjul 碗裡
sjum 碗豆
sjuo 碗飯
sjus 碗碟
sjuz 的七
sjvd 的案
sjvf 的索
sjvz 的安
sjvz 耳後
sjw  的富
sjwb 的寓
sjwc 的實
sjwj 耳罩
sjwq 耳畔
sjye 的寂
sjyf 耳熟
sjyj 耳聾
sjyp 的寵
sjyr 耳語
sjyr 譬喻
sjys 耳旁
sjyt 譬若
sjyv 譬如
sjyz 的較
sjz  的十
sjz  的定
sjzs 耳邊
ska  改日
skaa 的猖
skah 改易
skaq 改時
skav 的痕
skaz 改得
skb  的有
skbq 改用
skc  的賀
skct 改錯
skd  的殺
skde 改隸
skde 的疲
skdk 改校
skdn 的剎
skdt 改來
skdw 改檔
ske  的友
skeq 改對
skev 改派
skey 的疼
skf  的灰
skfm 尹光
skfn 改判
skg  改土
skg  的在
skge 改報
skgh 改場
skgi 改去
skgl 改都
skgn 改到
skgo 改款
skgv 改壞
skgv 的猿
skgw 改賣
skgy 改地
skgz 改走
skh  的獨
skhb 的獅
skhe 的疫
skhi 的瘋
skhm 改行
skhn 改制
skhs 改動
skhw 的瘤
ski  的太
skif 改為
skig 的雄
skis 改成
skiv 改良
skj  的帶
skjf 改寫
skjo 改做
skk  改大
skkb 改有
skkb 的希
skkd 改存
skke 改獲
skkf 的療
skkg 改在
skkh 駁斥
skkk 的爽
skkm 駁正
skko 駁倒
skkw 駁回
skky 改頭
skky 駁雜
skkz 駁運
skl  的布
sklh 改版
sklw 改由
skma 騎得
skmb 的病
skmd 騎來
skmd 騎樓
skmf 的奈
skmg 的狂
skmg 騎到
skmg 騎去
skmg 騎走
skmh 騎乘
skmh 騎兵
skmj 騎士
skmj 騎車
skmk 改天
skmk 騎在
skmm 騎下
skmo 騎坐
skms 騎驢
skmt 騎著
skmt 騎警
skmu 騎出
skmv 騎好
skmv 騎將
skmv 騎牆
skmw 騎了
skmw 騎回
skmx 騎縫
skmy 騎上
skmy 騎虎
skmz 改正
skmz 的左
skmz 的症
skmz 騎過
skn  的九
sknb 的痛
sknc 改小
sknd 的存
sknp 的癮
sknr 改名
sknt 的猛
skoh 改修
skok 的疾
skor 的痴
skos 改作
skos 的瘡
skpd 改也
skpe 改慢
skpm 改性
skpr 的狗
skpy 改悔
skpz 的老
skq  的奪
skqb 的猜
skqk 改換
skra 改吧
skra 改唱
skrd 君權
skrf 改嗎
skrf 的駕
skrj 君士
skrj 君真
skrm 君王
skrn 君子
skro 君傑
skrp 改呢
skrp 改唸
skrs 君的
skrs 君臣
skrs 君臨
skrt 改啦
skru 改吃
skru 改跑
skru 的癌
skrv 改喝
skry 君主
skry 改號
skrz 君之
skrz 改口
skrz 的右
sks  改的
sks  的力
sksb 的脅
skse 改取
sksi 改屬
sksi 的套
sksk 改改
sksl 改那
sksp 改聽
sksr 改加
skss 改聘
skst 的尷
sksu 的犯
sksy 改於
skt  的奇
sktb 改期
skte 的獲
sktg 的癱
sktj 改革
sktr 改善
sktu 改觀
sktv 的癢
sktw 的猶
skue 的瘦
skul 的尬
skun 改學
skuu 改出
skv  的狠
skvm 改姓
skvo 改以
skvo 改嫁
skvv 改裝
skw  的奮
skwm 改置
skwp 改懸
skwr 改回
skww 改圖
skwz 改買
skxb 改組
skxk 改變
skxt 改編
sky  的頭
skyk 的獄
skyn 改訂
skyy 的瘀
skz  的大
skz  的知
skzc 改選
skzo 改進
skzq 改建
skzq 改過
skzr 改造
sla  那時
slaa 那間
slae 那最
slan 那門
slau 那晚
slav 那關
slaz 那得
slba 那把
slbc 那具
slbe 那股
slbg 匝地
slbg 那雞
slbi 那多
slbj 那軍
slbl 匝數
slbo 那部
slbq 那用
slbq 那胖
slbz 的巾
slcb 那鍋
slcg 那鐵
slch 匱乏
slci 那公
slci 那錢
slco 匱缺
slco 那八
slcu 的蛻
slcz 的貴
slcz 那金
sld  的蝶
sldb 那桶
sldd 那棵
slde 那枝
sldf 那杯
sldh 那才
sldj 那末
sldk 那枚
sldk 那校
sldm 那本
sldn 那李
sldp 那想
sldr 那椅
slds 那槍
sldt 那來
sldu 那樁
sldv 那根
sldw 那東
sldw 那棟
sldw 那檔
sldz 那機
sle  的被
sle  那水
sleb 那清
sleb 那滿
sled 那深
slee 那沒
sleh 那湯
slek 那溪
sleo 那漢
sleq 那對
sler 那河
slev 那婆
slew 那油
slew 那酒
slf  那火
slfc 那類
slfh 那少
slfm 那光
slfo 那家
slfq 那半
slfr 那營
slfv 那五
slfw 那當
slfy 那料
slg  的裡
slgb 那幫
slge 那報
slgf 那趟
slgg 那堆
slgh 那場
slgi 那去
slgi 那塊
slgj 那聲
slgl 那都
slgm 的晝
slgo 那款
slgo 那高
slgq 那封
slgu 那起
slgv 那堪
slgy 那地
slh  那種
slha 那白
slha 那簡
slhb 那篇
slhc 那與
slhc 那須
slhd 那朵
slhe 那般
slhh 的衫
slhh 那第
slhh 那身
slhi 那風
slhj 的裨
slhk 那笑
slhl 那所
slhl 那管
slhl 那節
slhm 那扇
slhm 那行
slhp 那怎
slhq 那牛
slhq 那筆
slhq 那等
slhr 那和
slhr 那船
slhs 那戶
slhs 那房
slht 那盤
slht 那算
slhu 那兒
slhu 那毛
slhv 那很
slhw 那番
slhw 那箱
slhw 那自
slhy 那科
sli  那麼
slib 的補
slib 那能
slid 那床
slii 那冷
slij 的褲
slil 那州
slil 那廝
slil 那神
slio 那座
slio 那次
slip 那感
slir 那台
slir 那店
slit 那盞
slj  的牌
slj  那十
sljb 的蝴
sljb 那輛
sljc 那實
sljc 那寶
sljc 那真
slje 那支
sljj 那車
sljl 的肅
sljl 那事
sljp 那它
sljr 那古
slju 那七
sljw 那窗
slkb 那有
slkc 那賀
slkd 那架
slkd 駛來
slke 那瘦
slkg 駛去
slkh 駛向
slki 那太
slki 那套
slkm 駛至
slko 駛入
slkp 那老
slkq 駛抵
slkr 那狗
slku 駛出
slkw 駛回
slky 那頭
slkz 的史
slkz 那大
slkz 駛近
slla 那書
sllb 臣服
sllc 的順
sllc 那幀
slle 那被
sllg 那裡
sllh 的暢
slli 的蟲
slll 的川
slll 那串
sllm 臣一
sllm 臣下
sllm 那畫
slln 臣子
sllo 臣僕
sllp 的患
sllr 臣民
sllw 的袖
sllw 那幅
sllw 那由
slly 臣妾
sllz 的串
sllz 那中
sllz 那片
slm  的虹
slm  那一
slma 那百
slma 那醋
slmb 那霸
slmc 那西
slmc 那頁
slmc 那頂
slmc 那項
slme 那球
slmf 那原
slmf 那票
slmg 那王
slmg 那班
slmi 那玉
slmk 那天
slmm 那三
slmm 那二
slmn 的劃
slmn 那副
slmo 那兩
slmp 的北
slmp 那惡
slmp 那死
slmr 那石
slmt 那亞
slmu 那玩
slmu 那電
slmv 那要
slmw 的幅
slmw 那面
slmz 那正
slmz 那武
sln  的鬥
sln  那不
slnc 的費
slnc 那小
slnf 那魚
slnj 那陣
slnk 那又
slno 那孩
slno 那隊
slnr 那可
slnr 那名
slnr 那夠
slnv 那張
sloa 那智
sloa 那會
slob 臥具
sloc 臥鋪
sloc 那他
sloc 那貨
slod 臥榻
sloe 的複
sloe 臥游
sloe 那隻
sloe 那雙
slof 那伙
slog 臥起
slog 臥都
slog 那罐
sloh 臥房
sloi 臥床
sloi 那愛
sloj 臥室
slok 臥病
slol 那劍
slom 臥下
slom 臥式
slon 那倒
sloo 臥倒
sloo 那像
sloo 那肉
slop 那您
sloq 那件
sloq 那年
slos 臥的
slos 臥臥
slot 那位
slou 臥出
slov 那袋
slow 臥了
slow 那個
sloy 臥虎
sloy 臥龍
sloy 那信
sloz 的兆
sloz 臥遊
sloz 那人
slp  的忠
slp  那心
slpa 那怕
slpb 的背
slpb 那情
slpd 那也
slpg 那怪
slpr 那句
slpu 那包
slq  那手
slqb 那青
slqi 那找
slqm 那生
slqn 那打
slqp 那批
slqv 那表
slqw 那看
slqz 那提
slr  的裕
slr  那口
slrc 那只
slre 的蝦
slrl 那叫
slrr 那品
slrr 那路
slrv 那跟
slrw 那咱
slsa 聘得
slsa 那層
slsb 聘用
slsc 聘金
slsc 那匹
slse 聘對
slsf 那馬
slsg 聘到
slsg 那屋
slsh 那刀
slsi 聘禮
slsk 聘在
slsk 聘有
slsl 聘書
slso 聘任
slsp 聘快
slsq 那群
slsr 的裙
slsr 那區
slss 聘的
slss 那巨
slss 騁馳
slst 聘期
slst 那鹽
slsu 那尾
slsu 那已
slsu 那碗
slsv 的帳
slsv 那長
slsw 聘了
slsw 聘回
slsx 聘約
slsy 聘請
slsz 的初
slsz 聘這
slsz 聘過
slsz 那的
slt  那樣
sltb 那期
sltc 那並
slth 那首
sltk 那美
sltk 那英
sltl 那斯
slto 那蒙
sltp 那花
sltt 那蓋
sltt 那藍
sltu 那瓶
slue 耽溺
slup 耽心
sluq 耽擱
slus 耽於
slut 那豈
sluy 耽誤
sluz 耽延
sluz 那山
slvb 屢勝
slvb 屢受
slvb 屢敗
slvb 那婦
slvc 那妳
slvg 屢起
slvi 屢次
slvk 屢有
slvk 屢犯
slvk 屢獲
slvl 屢被
slvm 那姓
slvn 那好
slvo 屢仆
slvo 屢傳
slvo 屢創
slvo 那以
slvq 那將
slvr 屢戰
slvr 那如
slvr 那姑
slvs 屢屢
slvs 屢破
slvs 屢醫
slvt 屢勸
slvv 的蠟
slvw 屢見
slvx 屢經
slvy 屢試
slvy 那她
slvz 屢遭
slvz 的數
slvz 那女
slvz 那後
slw  的由
slwa 那話
slwc 那四
slwc 那顆
slwf 那黑
slwg 那羅
slwg 那里
slwl 的申
slwm 的畫
slwm 那疊
slwq 那團
slwr 那回
slws 那男
slwt 那曲
slwv 那眼
slww 那國
slww 那圖
slwy 那點
slxm 那紅
slxp 那紙
slxs 那絕
slyb 的鬧
slyb 那端
slyc 那六
slyd 那桌
slye 匪淺
slye 那夜
slyf 那就
slyg 匪劫
slyg 匪幫
slyg 的幢
slyh 匪徒
slyj 的輩
slyj 那許
slyk 匪夷
slyk 那文
slyl 那市
slym 的翡
slym 那上
slyn 那刻
slyn 那處
slyo 匪人
slyo 那你
slyo 那該
slyp 匪懈
slyp 的悲
slyp 那意
slyq 那詩
slyr 那站
slys 那方
slyt 匪共
slyt 匪首
slyv 那衣
slyw 那課
slyy 匪諜
slyy 那卡
slyz 的非
slyz 那是
slz  那些
slzb 那肯
slzn 那通
slzr 那齣
slzs 那邊
slzt 那道
slzv 那還
slzy 那這
smaa 習題
smab 習用
smad 的厚
smae 習染
smae 習水
smaf 習尚
smaj 習字
smak 的厭
smak 習有
smal 習非
smam 的醒
smam 習一
smam 習武
smam 習而
sman 習不
smao 習作
smao 習俗
smap 習性
smap 習慣
smas 習於
smat 習藝
smav 習以
smav 習好
smaw 習見
smay 習是
smaz 的百
smaz 習這
smbc 的頁
smbi 的融
smbm 礪石
smbp 的麗
smbs 的勵
smbt 的珊
smbv 的耍
smbw 的雷
smbz 的而
smce 的酸
smch 刁鑽
smcj 碩士
smck 碩大
smcw 碩果
smcy 碩彥
smcz 的西
smd  的于
smda 的曆
smdd 的琳
smde 的玻
smdz 的歷
sme  的雨
smfc 的願
smfk 的爾
smfp 的愿
smfp 驃悍
smfr 的否
smfs 驃騎
smfz 的原
smfz 的歪
smga 屋門
smgb 匡助
smgd 屋村
smgd 屋樑
smgd 屋檐
smge 匡濟
smge 屋漏
smgf 屋脊
smgh 屋簷
smgi 匡救
smgi 的玉
smgj 屋宇
smgk 屋有
smgk 屋架
smgk 屋頭
smgk 的致
smgl 屋中
smgl 屋裡
smgm 屋瓦
smgm 屋頂
smgn 屋子
smgo 屋舍
smgq 匡扶
smgq 屋契
smgr 屋路
smgs 屋的
smgt 屋基
smgt 屋苑
smgt 的弄
smgv 屋以
smgv 的甄
smgy 屋主
smgz 屋齡
smgz 的王
smh  的元
smhd 的殊
smhd 的珠
smhe 的覆
smhf 的鴉
smhg 的雅
smhi 的瑰
smhi 的醜
smhl 的邪
smhr 的酷
smht 的鞏
smi  的式
smia 的晉
smie 的球
smig 的至
smih 的魂
smii 的殘
smil 的酬
smja 的豬
smjb 砰然
smjk 的敢
smjm 的殖
smjn 的刊
smjs 砰砰
smjz 的干
smka 硬得
smka 硬時
smka 硬照
smka 硬闖
smkb 硬體
smkc 硬說
smkd 硬來
smkd 硬木
smkd 硬板
smke 硬漢
smkf 硬幣
smkg 硬塊
smkh 硬盤
smkh 硬筆
smkh 硬管
smkh 硬衝
smkh 硬質
smki 硬度
smkj 硬幹
smkk 硬在
smkk 硬套
smkl 硬背
smkm 硬式
smkn 硬不
smko 硬件
smko 硬化
smkp 硬性
smkq 硬撐
smkr 硬呢
smkr 硬哪
smkr 硬啦
smks 硬碟
smkt 硬著
smkt 硬蓋
smkw 硬了
smkw 硬點
smkx 硬紙
smkx 硬給
smkx 硬變
smky 硬卡
smky 硬是
smky 硬記
smky 硬調
smkz 的天
smkz 硬些
smkz 硬這
smkz 硬逼
smkz 硬過
sml  的工
smlc 的貢
smlg 的班
smlk 的更
smlo 的兩
smmb 的需
smmc 刁頑
smmc 的項
smmf 的示
smmh 羽毛
smmi 的云
smmi 的雲
smml 羽書
smml 羽片
smmm 羽球
smmo 羽化
smmo 羽飾
smmp 的惡
smms 羽翼
smmu 的玩
smmv 的震
smmv 羽狀
smmw 羽田
smmx 羽絨
smmy 羽衣
smmz 的二
smnc 的頂
smne 的瓊
smnf 的烈
smng 的型
smni 的歹
smnn 的列
smnp 的恐
smns 的霧
smnv 的裂
smnz 的丁
smoh 的珍
smoi 的玲
smoi 的零
smok 的攻
smok 的玫
smpb 屍骨
smpb 屍體
smpe 的憂
smph 屍身
smpi 的酌
smpm 屍斑
smpm 驪歌
smpm 驪珠
smps 屍的
smpt 屍首
smpv 驪姬
smpz 的武
smpz 的死
smq  的耐
smrc 司業
smrd 司機
smre 司法
smrh 司徒
smri 司庫
smrj 司空
smrk 司有
smrl 司書
smrm 司一
smrm 的靈
smrn 司務
smro 司令
smrp 刁民
smrr 的哥
smrs 司長
smrs 司馬
smrt 的豆
smrv 司以
smry 司是
smrz 的石
sms  的功
smsf 的瑪
smsm 的雪
smsu 的配
smta 的醋
smta 翌日
smtb 的厲
smtb 的霸
smtc 的琪
smtd 研杵
smtd 研析
smte 研治
smte 研澤
smtf 研判
smtg 刁難
smth 研製
smti 研磨
smtj 研究
smtn 研發
smto 研修
smto 翌年
smtq 研擬
smts 研習
smty 研討
smty 研讀
smtz 的亞
smu  的電
smub 的瑞
smuc 的頑
smv  的要
smvc 的頸
smvh 的牙
smvi 刁蠻
smvi 的瓦
smvm 的互
smvq 的辱
smvs 的勁
smw  的面
smwe 的夏
smwf 的票
smwg 的理
smwn 的副
smwt 的醞
smwv 的環
smy  的下
smyg 的斑
smyj 刁斗
smyj 的醉
smyk 的雯
smyv 的釀
smz  的一
smz  的正
smzg 的霆
smzk 的政
smzr 的露
snah 的陽
snao 的象
snau 的色
snav 的限
snaz 刷得
snb  的角
snbc 的負
snbf 的際
snbg 的墮
snbi 刷多
snbm 的阻
snbp 的隱
snbs 的勇
snc  的小
sndb 刷柄
sndn 孱弱
sndt 刷來
sndu 的孔
sndz 的子
sne  的及
snem 的隆
sneq 刷對
sneq 的降
snet 的盈
sneu 刷洗
snf  的魚
snfm 刷光
sng  的丑
sngg 的陸
sngi 刷去
sngl 刷都
sngm 的疆
sngn 刷到
sngu 刷起
sngz 刷走
snh  的免
snha 刷白
snhd 的柔
snhd 的穌
snhe 的阪
snhf 的孫
snho 的孤
snhu 刷毛
snib 矽肺
snib 矽膠
snic 矽谷
snih 矽質
snii 的強
snim 矽酸
snir 的名
snir 矽品
snis 矽砂
snit 矽藻
snix 矽統
sniz 的夕
snj  的陣
snjp 的陀
snju 刷完
snju 的院
snk  的又
snkg 刷在
snko 的陝
snky 刷頭
snl  的引
snm  的發
snma 的陌
snmb 的彌
snmb 的隔
snmh 刷牙
snml 的阱
snmr 的鱷
snmt 的登
snmu 的危
snmy 刷下
snnc 的預
snnd 刷子
snnm 的弱
snnn 的予
snno 的豫
snnu 的陷
snoa 砍得
snod 的除
snod 砍樹
snof 砍光
snog 砍去
snoh 砍向
snoi 的陰
snoi 砍成
snoj 砍完
snok 砍殺
snom 砍死
snoo 砍伐
snoq 砍掉
snos 的務
snos 砍刀
snos 砍的
snot 砍著
snou 砍出
snov 砍斷
snow 刷個
snow 砍了
snoy 砍上
snoz 的久
snoz 砍柴
snp  的急
snpa 的階
snpk 刷快
snpo 的陶
snpr 的夠
snq  的解
snqj 刷掉
snqo 的承
snr  的可
snrj 的彈
snrp 刷呢
sns  刷的
sns  的乃
snsd 的孕
snsl 刷那
snsn 刷刷
snta 刷著
snto 的隊
sntq 的鮮
sntz 的飛
sntz 磴道
snue 的函
snup 的怨
snus 的勉
snuu 刷出
snv  的張
snvn 刷好
snw  刷了
snw  的陳
snwa 的魯
snwg 的鯉
snwi 的觸
sny  的外
snyd 刷新
snyj 的障
snym 刷上
snyo 的孩
snyr 的陪
snys 的防
snyu 的疏
snyy 刷卡
snz  的不
snzb 的隨
snzi 的蛋
snzo 的隧
snzq 刷過
snzy 刷這
soa  的會
soaa 的倡
soam 的但
sob  的內
sobb 尺骨
sobn 的側
sobo 的肉
sobp 的愈
sobq 的佣
soch 的份
soch 的氛
soco 尺八
socr 的俗
socs 咫尺
socz 的他
sod  的休
sodg 的堡
sodi 尺寸
sodj 的斜
sodk 的敘
sodq 的偉
soe  的雙
sofb 的俏
sofc 的償
sofd 的氣
sofe 礁溪
sofm 礁石
sofp 的您
sofq 的伴
sofr 的倘
sofu 礁岩
sofv 的伍
sofz 的伙
sogd 的集
soge 的隻
sogf 的焦
sogg 的佳
sogk 的傲
sogn 的倒
sogq 的侍
sogr 的售
sogy 尺地
sogz 尺土
soha 的伯
sohb 的偏
sohb 的僑
sohe 的飯
sohf 的係
sohg 的任
sohg 的僱
sohi 的俄
sohi 的餓
sohj 的俾
sohl 的佩
sohm 的低
sohn 的飢
sohq 的件
soi  的愛
soib 的傭
soic 的領
soie 尺度
soif 聆賞
soii 的令
soij 聆教
soik 的伏
soik 的俟
soin 的今
soip 的代
soiq 的傅
soir 的倉
sois 聆聽
soiy 聆訊
soiz 的伐
soj  的什
soj  的午
soji 尺寬
sojk 的仗
sojl 的館
sojm 的值
sojo 的傢
sojq 的傳
sojr 的估
sok  的使
sokb 的佈
sokf 的繁
sokn 的仇
soko 的俠
sokp 的悠
sokq 的俸
sokr 的倚
sokt 的短
sokv 的矮
sola 的伸
solc 尺牘
sold 的條
solh 的修
soli 的蝕
solk 的候
soll 的介
soln 的佛
solt 的儘
solw 尺幅
solz 的仲
som  的何
somb 的儒
somc 的價
somd 的余
some 的優
somg 的全
somk 的便
somm 的仁
somn 的例
somo 的倆
sonc 的貪
sond 尺子
sond 的仔
sonk 的侯
sono 的像
sono 的飲
sonp 的念
sonq 的舞
sonr 的含
sons 的仍
sonu 的餡
sooa 驗明
soob 的倫
soob 的飾
sooc 驗分
sooc 驗鈔
sood 的餘
sood 驗查
sooe 驗對
soof 驗光
soog 的坐
soog 驗起
soog 驗都
sooh 驗血
sooi 驗我
sook 驗有
sool 的劍
soom 驗一
soom 驗票
soon 的偷
soon 驗孕
sooo 驗傷
sooq 驗看
soor 驗啦
soor 驗嗎
soor 驗足
soos 驗尿
soot 驗著
soov 驗收
soow 驗點
soox 驗給
sooy 驗方
sooy 驗証
sooy 驗證
sooz 的入
sooz 驗這
sooz 驗過
sop  的化
sopc 的貨
sopc 的貸
sopu 的飽
sopv 的袋
soqc 的債
soqd 的傑
soqf 尺素
soqs 駙馬
soqu 尺規
soqz 的年
sora 臨時
sorc 臨盆
sord 臨檢
sore 臨江
sore 臨沂
sore 臨海
sore 臨溪
sorg 臨去
sorg 臨場
sorh 臨行
sorh 臨風
sori 臨床
sorj 臨安
sork 臨頭
sorl 的命
sorl 臨川
sorl 臨帖
sorm 臨死
sorn 臨危
soro 臨人
sorq 尺吋
sorq 的拿
sorr 臨別
sors 臨的
sort 臨摹
sorw 臨界
sorx 臨終
sory 臨產
sorz 的合
sorz 臨近
sos  尺的
sos  的作
sose 的侵
sosf 尺碼
sosk 的伊
sosn 的創
sosr 的伺
sosr 的飼
sosv 尺長
sot  的無
sota 的借
sotb 的備
sotc 的供
sotg 的罐
soti 的儀
sotm 的僅
soto 的僕
sotq 的氧
sott 的併
sott 的餅
sou  的仙
soud 的缽
souk 的缺
sov  的食
sovc 的傾
sovl 的仰
sovo 的似
sow  的個
sowb 的偶
sowe 的傻
sowi 的每
sowk 的敏
soy  的信
soya 的儲
soyb 的禽
soyc 的偵
soyg 的住
soyn 的停
soyp 的億
soyr 的佔
soyr 的倍
soys 的仿
soys 的傍
soyt 尸位
soyt 的位
soyv 的依
soz  的人
sozl 的卸
sozq 的健
spa  尼日
spa  的旨
spau 的慨
spav 的恨
spb  的情
spbd 尼采
spcu 的悅
spdc 的穎
spdh 馳往
spdm 馳至
spdn 馳名
spdq 馳援
spds 馳騁
spdz 馳道
spe  的慢
speg 的怪
spf  的憐
spfb 的悄
spg  的懂
spha 的怕
sphh 的勿
sphi 的愧
sphi 砌成
spho 砌低
sphp 的忽
sphr 砌路
sphs 砌磚
spht 的恤
sphv 砌牆
sphw 砌圖
sphz 的必
spie 尼康
spie 的慷
spih 的慘
spip 的憾
spir 的怡
spj  的平
spjc 的慎
spjc 的憤
spjl 的慚
spju 尼克
spk  的快
spkb 的怖
spkf 的恢
spkk 的匆
spm  的性
spmc 尼西
spmc 的頃
spmm 的恆
spmr 的悟
spmt 尼亞
spnq 的懈
spog 的惟
spon 的愉
spor 的恰
spow 尼個
spoy 的悔
sppa 的皆
sppb 屁股
sppg 屁都
sppj 屁事
sppm 砒霜
sppp 屁快
sppr 屁啦
spps 屁屁
spps 屁的
spps 屁那
sppw 屁了
sppw 屁眼
sppw 屁話
sppz 屁這
sppz 的比
spqd 尼採
spru 的包
sprz 的句
sps  尼的
sps  的切
spsr 尼加
spt  的世
spta 的惜
sptl 尼斯
sptu 的慌
spuc 的頓
spuf 砲火
spug 砲塔
spuh 砲兵
spui 砲台
spuj 砲車
spuk 砲灰
spun 砲彈
spuq 砲手
spur 砲口
spuz 的屯
spv  的忙
spvr 尼姑
spvw 的惱
spwc 的慣
spwg 尼羅
spwg 的懼
spww 尼國
spyg 的憧
spyj 的悼
spyp 尼龍
spyr 尼諾
spyv 的懷
spzb 礙腳
spzj 礙事
spzq 礙手
spzs 礙於
spzs 礙的
spzt 礙難
spzw 礙眼
spzz 的心
spzz 的疑
sqa  的春
sqae 的撮
sqah 的揚
sqai 的蠢
sqaj 的捍
sqar 尋問
sqav 的揭
sqaw 的攔
sqaz 尋得
sqb  的青
sqbb 的授
sqbc 的探
sqbd 的掙
sqbd 的採
sqbe 的援
sqbj 的揮
sqbs 的靜
sqbu 尋覓
sqch 的扮
sqck 尋父
sqde 的披
sqdf 的揀
sqdh 硃筆
sqdk 的抉
sqdm 尋查
