aaalx 晶片組
ordys 保護區
ordyw 保護國
ordzm 保齡球
oregh 假執行
orehe 假香港
oreho 假動作
oreo  合法化
orep  合法性
orepp 假惺惺
oreqq 假扣押
ores  合法的
orevk 假如有
orey  合流處
orfb  人民幣
orft  合家歡
orgd  合起來
orjd  合資格
orlly 命中率
ormd  合理地
ormo  合理化
ormp  合理性
orms  合理的
orne  人員及
ornoh 舒伯特
oroi  合作社
oross 合作的
orpy  合心意
orqng 拿不到
orqsu 拿破崙
orqud 拿出來
orqyy 拿主意
orqzd 拿過來
orrw  合唱團
ors   人員的
ors   人民的
orwo  合夥人
orys  合辦的
orzs  合適的
orzzo 促進會
osazh 僭建物
osbm  作用下
osbs  作用的
oscs  作業的
oshy  作筆記
osio  人馬座
osit  作為其
osjl  人的事
oskpw 伊甸園
oskqj 伊拉克
osktt 伊斯蘭
osl   人群中
osmi  作一次
osmo  作一個
osncd 創業板
osncs 創業的
osnmr 創刊號
osnoj 創作者
osnok 創作力
osnoo 創作人
osnos 創作的
osnpx 創世紀
osnpy 創世記
osns  作發展
osnvo 創始人
osnxc 創紀錄
osnyg 創新高
osnyo 創辦人
osnzj 創造者
osnzk 創造力
osnzp 創造性
osnzu 創造出
osnzw 創造了
osoo  作任何
osqb  作手腳
osqj  作投資
osqy  作生意
osrbr 伺服器
osro  作品集
osrs  作品的
ossjo 佢真係
osto  作其他
osus  作出的
osuw  作出了
oswf  作曲家
oswy  作見證
otaa  無問題
otago 借款人
otaly 借書證
otbly 備中文
otbyc 備忘錄
otbyd 備註欄
otcbj 供膳宿
otcgs 供款的
otcia 供應量
otcic 供應鏈
otciy 供應商
otcob 供使用
otczq 供選擇
otek  無法在
othi  無所求
othy  無所謂
otik  無能力
otis  無視於
otkd  無奈地
otki  無力感
otli  無數次
otls  無數的
otly  無非是
otmh  無王管
otmim 僅次于
otmis 僅次於
otmks 僅有的
otml  無形中
otmm  無需要
otmns 僅限於
otmoy 僅僅是
otn   人並不
otnh  無限制
otni  無可能
otni  無限次
otnn  無不可
otnq  無名指
otns  無障礙
otnt  無限期
otoo  無任何
otoo  無條件
otoz  無休止
otph  無怪乎
otpm  無必要
otpy  無疑是
otqo  無責任
otqoh 氧化物
ottnk 併發症
otto  無其他
ottw  無花果
otws  無異於
otwt  無了期
otww  無國界
otwy  無異議
otxm  無線電
otye  無辦法
otyl  無意中
otyt  無意義
otyy  無端端
otyy  無論你
otyy  無論是
otzg  無止境
otzss 無邊的
ouaz  人覺得
oueq  人們對
oueyy 餿主意
ougen 催淚彈
ougoy 催化劑
oukwy 缺點是
ouof  仙人掌
ouor  仙人跳
ovcch 傾銷稅
ovchs 傾向於
ovcmw 傾電話
ovcoi 傾斜度
ovhc  食物業
ovmw  食環署
ovohp 似乎也
ovohy 似乎是
ovoy  食人族
ovri  食品店
ovss  食肆的
owaa  個問題
owat  個星期
owbb  個多月
owbk  個朋友
owbo  個月內
owbs  個月的
owbv  個月後
owhe  個香港
owiag 每日都
owiat 每星期
owicc 每分鐘
owifi 每當我
owih  個禮拜
owiig 每次都
owima 每一間
owimb 每一部
owimc 每一分
owimg 每一場
owimg 每天都
owimh 每一種
owimi 每一次
owimm 每一天
owimm 每一項
owimn 每一名
owimo 每一件
owimo 每一位
owimo 每一個
owimo 每一年
owimo 每兩個
owimp 每一句
owimz 每一步
owina 每小時
owiob 每個月
owioj 每件事
owioo 每個人
owios 每年的
owiut 每學期
owizm 每週一
owka  個有關
owkii 敏感度
owkip 敏感性
owlj  個數字
owmi  個政府
owmo  個工作
owmw  個原因
owmw  個電話
owna  個小時
owog  個個都
owoo  個人化
owoo  個個人
owos  個人的
owpo  個性化
owro  個單位
owrs  個別的
owvo  個女人
owwo  個男人
owwq  個因素
owxm  個網頁
oxy   人總是
oyahd 儲物櫃
oyahf 儲稅券
oyaka 儲存量
oyaoy 儲值卡
oyaz  信得過
oybei 禽流感
oybr  信用咭
oyby  信用卡
oycjd 偵察機
oygjd 住宅樓
oygjs 住宅區
oyho  信息化
oyif  人認為
oykoj 佼佼者
oyndg 停機坪
oynhk 停留在
oynjg 停車場
oynjo 停車位
oynmd 停下來
oyno  信不信
oypem 億港元
oyptm 億美元
oyrhe 佔香港
oyrky 佔有率
oyrob 佔領軍
oyroj 佔便宜
oyros 佔領區
oyrvy 倍以上
oyryh 佔上風
oysn  信耶穌
oytaa 位問題
oythe 位香港
oytws 位置的
oyvby 依然是
oyvdi 依賴度
oyyo  信託人
ozcf  企業家
ozcs  企業的
ozcw  企業界
ozcx  企業網
ozl   人之中
ozmi  企政府
ozqhh 健身房
ozqhj 健身室
ozqio 健康舞
ozqis 健康的
ozqkj 健力士
ozqos 健全的
pavna 恨不得
pbem  情況下
pbey  情況是
pbgx  情報網
pbgy  情報站
pbkb  心臟病
pbme  情理法
pbmm  情形下
pboh  情人節
pbxo  情緒化
pbxy  情緒上
pbyx  情意結
pdag  也得到
pdav  也開始
pday  也即是
pdbg  也受到
pdcbk 懶骨頭
pdcee 懶洋洋
pdcx  也曾經
pdek  也沒有
pdgp  也未必
pdgt  也喜歡
pdgy  也都是
pdhy  也算是
pdii  也成為
pdin  也能夠
pdiy  也應該
pdkt  也有其
pdky  也希望
pdkz  也有些
pdkz  也知道
pdmj  也一定
pdmk  也要在
pdmm  也需要
pdmt  也一樣
pdmy  也正是
pdna  也不得
pdnb  也不用
pdnc  也不錯
pdnh  也不算
pdni  也不能
pdni  也可能
pdnj  也不容
pdnk  也不太
pdnk  也不知
pdnm  也不敢
pdnm  也不要
pdnn  也不可
pdno  也不會
pdnp  也不必
pdnp  也不怕
pdnv  也可以
pdny  也不是
pdnz  也不過
pdoa  也值得
pdoe  也無法
pdok  也會在
pdok  也會有
pdpq  也包括
pdqm  也表示
pdqo  也提供
pdri  也只能
pdrk  也只有
pdrt  也跟著
pdtz  也歡迎
pdua  也覺得
pdwz  也因此
pdya  也是最
pdyh  也是很
pdyi  也許我
pdyo  也是個
pdyo  也許會
pdyy  也就是
pdyy  也許你
pdyy  也許是
pebb  慢騰騰
pegin 怪現象
pegna 怪不得
pegps 怪怪的
pehh  慢吞吞
pepd  慢慢地
pepk  慢性病
peps  慢慢的
pfbpd 悄悄地
pfbpw 悄悄話
pgjpb 悻悻然
phbo  必然會
phbs  必然的
phhb  必須用
phhh  必須從
phhk  必須在
phhk  必須有
phhl  心血管
phhm  必須要
phhs  必須的
phjo  必定會
phjy  必定是
phkq  必殺技
phma  必要時
phmp  必要性
phmr  必需品
phms  必要的
phms  必需的
phni  必不能
phoh  必修科
phpba 忽然間
phppm 忽必烈
phpww 忽略了
pihcc 慘兮兮
pilu  勾劃出
piwa  心底話
pjcz  平交道
pjdo  平機會
pjfp  平常心
pjfs  平常的
pjgc  平均分
pjgi  平均為
pjgl  平均數
pjgo  平均值
pjgo  平均價
pjgo  平均每
pjgs  平均的
pjgx  平均線
pjhw  平衡點
pjjy  平安夜
pjmw  平面圖
pjyf  平方米
pjyr  平方呎
pkgw  快到了
pkvd  快樂地
pkvs  快樂的
pkyi  快餐店
pkyz  快譯通
pkzs  快速的
pls   心中的
pmaa  性問題
pmak  性暴力
pmao  性關係
pmhi  性行為
pmjf  性資料
pmjy  性教育
pmky  性知識
pmns  性發展
pmok  性侵犯
pmqe  性生活
pmrj  性器官
pms   心理的
pms   心靈的
pmsq  性騷擾
pmto  性觀念
pmun  心理學
pmyi  性商店
pmym  心理上
ponae 愉景灣
ponps 愉快的
pos   心愛的
pozb 普通股
poze 普通法
pozh 普通科
pozo 普通人
pozp 普遍性
pozw 普通話
ppay  比得上
ppbn  比目魚
ppgo  比去年
ppha  比利時
pphe  比香港
ppiu  比我們
ppjb  比較多
ppjf  比較少
ppjg  比較高
ppjk  比較大
ppjl  比賽中
ppjp  比較快
ppjv  比較好
ppny  比不上
ppoo  比任何
ppou  比他們
ppro  比別人
ppto  比其他
ppts  比基尼
ppvc  比如說
ppvh  比以往
ppvn  心情好
ppvt  比以前
ppyc  比方說
ppzg  比過去
prcw  句說話
prumv 包二奶
pruos 包含的
pruot 包含著
pruow 包含了
pruqm 包青天
pruqs 包括的
pruqw 包括了
pruvo 包裝盒
psnn  切不可
ptos  世人的
ptwa  世界時
ptwd  世界杯
ptwl  世界中
ptwm  世界盃
ptwp  世界性
ptws  世界的
ptwt  世界觀
ptwx  世界級
ptwy  世界上
ptxd  世紀末
ptxl  世紀初
puas  屯門區
pugr  屯喜路
pukmh 匈牙利
pwcbs 慣用的
pyrr  心意咭
pyvnt 懷孕期
pyyy  心意卡
qahgr 揚聲器
qajl  春宮畫
qavkk 揭瘡疤
qawea 攔水閘
qaweg 攔沙壩
qbbdl 授權書
qbcaf 探照燈
qbcer 探測器
qbcnf 探險家
qbdbs 採用的
qbdmg 採石場
qbdss 採取的
qbdya 採訪時
qbef  青海省
qbfd  青少棒
qbfo  青少年
qbhy  青島市
qbjqq 揮揮手
qbmd  青石板
qbmi  青瓦台
qbob  青年軍
qbof  青年黨
qboo  青年人
qboo  青年會
qbow  青年團
qbqt  青春期
qbshl 靜物畫
qbsmd 靜下來
qbspp 靜悄悄
qbsqd 靜靜地
qbsqs 靜靜的
qbte  青草湖
qbucd 搖錢樹
qbuev 搖滾樂
qbuhw 搖籃曲
qbukk 搖頭丸
qbuqk 搖搖頭
qbuqq 搖搖手
qbuz  青山道
qchet 扮演著
qchhb 扮鬼臉
qdct  朱鎔基
qdjk  朱古力
qdnj  手榴彈
qduma 耗電量
qdxm  朱經武
qead  投影機
qeal  投影片
qedj  投機者
qejj  投資者
qejj  投資額
qejo  投資人
qema  投票日
qemd  投票權
qemy  投票率
qemy  投票站
qeoi  投入感
qeoo  投保人
qeos  投入的
qeyo  投訴人
qeyt  投訴警
qfhnr 抄小路
qfqgm 撐場面
qfsmm 撈一票
qfwhl 擋箭牌
qgcr  推銷員
qggd  推土機
qghk  推動力
qghm  推動下
qghs  推動的
qgim  推廣至
qgqba 持股量
qgqko 持有人
qgqlo 持牌人
qgqxd 持續地
qgqxp 持續性
qgqyo 持卡人
qgtl  推薦書
qgyro 掛號信
qgyry 掛號處
qhaal 拍照片
qhabb 拍胸脯
qhago 拍賣會
qhahb 拍肩膀
qhaih 拍廣告
qhama 拍電影
qhana 拍外景
qhass 拍馬屁
qhatl 拍蒼蠅
qhhj  先行者
qhhs  手術房
qhis  先府君
qhjg  手術室
qhloj 折優惠
qhlqy 折扣率
qhmp  先天性
qhmqd 抵押權
qhmqk 抵抗力
qhmqr 抵押品
qhnv  先可以
qhphh 托兒所
qhpyt 托辣斯
qhqh  先生和
qhqq  先看看
qhrxb 括約肌
qhts  先前的
qhumb 插一腳
qhumq 插班生
qhwyd 播放機
qhwyr 播放器
qibhr 捕鼠器
qickd 擴大機
qickr 擴大器
qicsg 擴展到
qicyd 擴音機
qicyr 擴音器
qigs  找到的
qigw  找到了
qimo  找一個
qimo  找工作
qing  找不到
qint  找不著
qirgk 抬起頭
qjehp 技術性
qjehr 技術員
qjehy 技術上
qjems 技巧的
qjmhd 控制權
qjmhi 控制台
qjmhj 控制室
qjmhk 控制力
qjmho 控制住
qjmhr 控制器
qjmhs 控制的
qjmyv 控訴狀
qjngd 挖土機
qjvih 按摩師
qjvka 按有關
qjvkc 按右鍵
qjvmi 按政府
qjvmm 按一下
qjvmm 按下列
qjvmm 按需要
qjvmq 按一按
qjvoo 按個人
qjvpe 按情況
qjvpo 按比例
qjvqj 按規定
qjvyl 按計劃
qjvzl 按這裡
qkdee 秦淮河
qkdhc 秦穆公
qkdhh 秦皇島
qkdvh 秦始皇
qkeim 泰戈爾
qkkrw 奏鳴曲
qksxm 拋繡球
qkugg 掩埋場
qkuth 掩蔽物
qlbwc 揹黑鍋
qlea  排水量
qlee  排水渠
qlee  排水溝
qleh  排水管
qlel  排污費
qler  排水口
qley  排灣族
qlhd  排行榜
qlmg  排球場
qlmj  排球賽
qlmn  排球隊
qlnq  排名表
qloa  排氣量
qloh  排氣管
qlokd 挑大樑
qlorj 挑戰賽
qlorp 挑戰性
qlors 挑戰的
qlqo  排排坐
qlruf 哲學家
qlruh 哲學系
qlwed 抽水機
qlwhd 抽風機
qlya  排放量
qmao  生日會
qmay  生日卡
qmcoi 責任感
qmcoo 責任人
qmcop 責任心
qmcoy 責任是
qmea  生活得
qmea  生活照
qmeh  生活所
qmel  生活中
qmel  生活費
qmeo  生活化
qmes  生活的
qmey  生活上
qmhe  生香港
qmhh  生物科
qmhm  生與死
qmhr  手電筒
qmhs  生動的
qmhs  生物的
qmhu  生物學
qmih  生態系
qmirj 毒品案
qmkb  生力軍
qmmr  生殖器
qmmu  生理學
qmnl  生魚片
qmok  生命力
qmqo  生提供
qmre  生啤酒
qmrsw 拓展署
qmrtj 拓荒者
qmss  生長的
qmti  手工藝
qmvhr 振動器
qmya  生產量
qmyj  生意額
qmyj  生產者
qmyk  生產力
qmyo  生意人
qmys  生產的
qmyv  生效後
qmyx  生產線
qmyy  生產商
qmzj  生還者
qncl  打分數
qncz  打交道
qnegj 撥款額
qnfd  打火機
qngu  打鼓嶺
qnhd  打印機
qnhm  打籃球
qniv  打麻將
qnjd  打字機
qnjr  打字員
qnjs  打官司
qnkn  打頭陣
qnkpw 換句話
qnkyd 換上來
qnkyz 換言之
qnmo  打工仔
qnmw  打電話
qnqm  打排球
qnqq  打折扣
qnqr  打招呼
qnrhn 擔風險
qnrng 擔負起
qnrr  打噴嚏
qnsk  打群架
qnwg  打圓場
qnwo  打了個
qnww  打瞌睡
qoaiu 替我們
qoamh 替死鬼
qoaou 替他們
qodaa 拖時間
qodet 拖油瓶
qodme 拖下水
qodqd 拖拉機
qofpc 撫恤金
qoooj 撿便宜
qoosf 撿破爛
qorna 捨不得
qorsf 拾破爛
qortj 拾荒者
qosck 搶鏡頭
qosqo 搶手貨
qoudq 規格表
qouho 規範化
qoujn 規定外
qoujs 規定的
qphe  指香港
qpjc  指南針
qpls  指數的
qpml  指示牌
qpobp 掏腰包
qppfp 批判性
qppno 批發價
qppny 批發商
qppyj 批評者
qpqb  指揮部
qpqd  指揮棒
qpqf  指揮家
qpqj  指揮官
qprhh 拘留所
qpsy  指的是
qpuob 抱佛腳
qpzm  指導下
qpzoe 擬人法
qpzp  指導性
qqdm  手抄本
qqhw  手提箱
qqky  手指頭
qqoji 扶輪社
qqov  手提袋
qqpu  手提包
qqq   手拉手
qqwl  手指甲
qrctq 損益表
qrdd  扣板機
qrdor 操作員
qrzzt 捉迷藏
qsbje 掃乾淨
qsbmh 掃雷艇
qsbqd 掃描機
qsbqr 掃描器
qsbwr 掃瞄器
qsjad 攝影機
qsjah 攝影師
qsjcd 攝錄機
qsjhi 攝氏度
qsjyb 攝護腺
qsrhf 招待券
qsrhh 招待所
qsrhs 招風耳
qsrys 招商局
qsryx 招商網
qtao  拉關係
qtcr  拉鋸戰
qtdo  拉皮條
qtked 摸清楚
qtkjz 撒克遜
qtkrq 撒哈拉
qtkws 撒母耳
qtlm  拉斐爾
qtmo  拉丁舞
qtmy  拉丁文
qtqy  拉生意
qtraj 搭巴士
qtyd  拉上來
quesr 搜尋器
quesx 搜尋網
qvej  表演者
qvej  表演賽
qvia  表現得
qvik  表現在
qviu  表現出
qvldk 抑鬱症
qvliy 抑或是
qvmy  表面上
qvqj  表表者
qvzu  表達出
qwag  看得到
qwag  看得起
qwau  看得出
qwaw  看得見
qwed  看清楚
qwgd  看起來
qwgl  看熱鬧
qwgw  看到了
qwhe  看香港
qwiu  看我們
qwiy  看成是
qwjh  看守所
qwma  看電影
qwmi  看電視
qwmm  看一下
qwmq  看一看
qwmsf 摑耳光
qwne  看不清
qwng  看不到
qwng  看不起
qwnu  看不出
qwnw  看不見
qwou  看他們
qwpdq 擺地攤
qwpyk 擺放在
qwqjo 爵士舞
qwqjv 爵士樂
qwqr  看看吧
qwsq  看醫生
qwty  看著辦
qwwq  看了看
qwyg  看上去
qxlc  手續費
qybed 搞清楚
qybne 搞不清
qybti 搞甚麼
qygkd 擁有權
qygkj 擁有者
qygko 擁有人
qygks 擁有的
qygkw 擁有了
qygmg 撞球場
qyjmd 掉下來
qynqq 抗生素
qynyl 抗議書
qyocy 據說是
qyogz 據報導
qyoiu 據我們
qyonm 據外電
qyoox 據介紹
qyooy 據估計
qyown 據了解
qyoxy 據統計
qyoyd 據調查
qyozm 據透露
qyq   手牽手
qyvbi 接財神
qyvbs 接受的
qyvhr 接待員
qyvkj 接力賽
qyvmd 接下來
qyvmo 接班人
qyvng 接觸到
qyvns 接觸的
qyvnz 接觸過
qyvtc 接著說
qyvty 接著是
qyvvj 接收者
qyvvr 接收器
qyvzd 接進來
qzgd  提款權
qzgm  提高至
qzhg  提升到
qzhi  提升為
qzhm  提升至
qzik  提摩太
qznj  提名者
qzno  提名人
qzoj  提供者
qzos  提供的
qzow  提供了
qzox  提供給
qzud  提出來
qzus  提出的
qzuw  提出了
qzyw  提意見
qzzvb 扯後腿
raac  口問題
raagy 唱高調
raahy 唱反調
raalc 唱片業
raals 唱片的
rahrm 踢足球
ravrr 喝咖啡
rbms  員工的
rbox  員佐級
rbqo  員提供
rchm  只剩下
rchm  只留下
rcik  只能在
rciv  只能以
rciw  只為了
rciy  只能是
rcki  只有我
rckk  只有在
rcks  只在於
rcky  只希望
rcky  只有你
rckz  只知道
rcmi  只要能
rcmk  只要在
rcmk  只要有
rcmm  只需要
rcmo  只要您
rcmrg 嗡嗡聲
rcmrr 嗡嗡叫
rcmv  只要將
rcmy  只要你
rcmy  只要是
rcnk  只可在
rcnp  只可惜
rcns  只限於
rcnv  只可以
rcnz  只不過
rcob  只會用
rcok  只會在
rcpa  只懂得
rcpq  只包括
rcqg  只看到
rcqo  只提供
rcua  只覺得
rcwi  只因為
rcyc  只是說
rcyd  只是想
rcyk  只是在
rczo  只適合
rdkh  呆頭鵝
rdnrj 喇嘛教
reir  吸塵器
reng  吸引到
renk  吸引力
reno  吸引人
reqj  吸毒者
revw  吸收了
rgcmr 嚇一跳
rgcwm 嚇了一
rggrr 哇哇叫
rgme  吐露港
rgurd 蹺蹺板
rhdrr 呼口號
rhdrr 呼吸器
rhdrz 呼吸道
rhfr  口香糖
rhgiu 呈現出
rhood 跌停板
rhorr 呱呱叫
rhrat 呂明華
rhrhz 呂秀蓮
ribbf 哺乳類
rigbk 雖然在
rigbk 雖然有
rigby 雖然是
rigny 雖不是
rigy  戰場上
rihr  戰利品
rild  戰鬥機
rirfz 跆拳道
riwp  戰略性
rjcee 噴水池
rjchd 噴射機
rjdrk 哮喘病
rjdw  單相思
rjhe  單身漢
rjhm  單循環
rjhy  單程證
rjjrd 喃喃地
rjoh  單人房
rjoi  單人床
rjos  單位的
rjrjn 喀麥隆
rjrqu 喀拉蚩
rjym  單方面
rkij  口頭禪
rkrrd 咖啡杯
rkrre 咖啡灣
rkrri 咖啡店
rkrri 咖啡廳
rkrrj 咖啡室
rkrrm 咖啡豆
rkrro 咖啡館
rkrrs 咖啡屋
rkrrw 咖啡因
rksba 跨部門
rkspx 跨世紀
rksuh 跨學科
rliu  叫我們
rloi  叫什麼
rlosj 跳加官
rlou  叫他們
rlyu  叫你們
rmodh 啄木鳥
rmraa 唔得閒
rmrap 唔開心
rmrcy 唔鍾意
rmrcy 唔鐘意
rmriy 唔應該
rmrkk 唔知有
rmrko 唔知係
rmrkv 唔知幾
rmrkw 唔知點
rmrnv 唔可以
rmroi 唔係我
rmrok 唔係太
rmrok 唔會有
rmror 唔係咁
rmrov 唔係好
rmrsm 唔緊要
rmrya 唔記得
rnos  別人的
rnvi  別以為
rnyw  別忘了
roel  吹法螺
rogms 唯一的
rohd  吹風機
rorak 哈巴狗
rorme 哈爾濱
rorms 哈瓦那
rorr  吹口哨
rorrr 哈哈哈
rouae 吃得消
rouag 吃得起
rouay 吃早餐
roudm 吃東西
roujs 吃官司
roujy 吃宵夜
roune 吃不消
rouwm 吃了一
rpas  民間的
rphd  民航機
rphs  民航局
rphy  民航處
rpif  民社黨
rpjn  民安隊
rpurg 跑單幫
rpusd 跑馬地
rpuyk 跑龍套
rpuzd 跑過來
rpuzg 跑過去
rpye  民主派
rpyf  民主黨
rpyo  民主化
rpyo  民族舞
rpys  民主的
rpys  民族的
rpzf  民進黨
rpzs  民建聯
rrcs  路公司
rrho  路德會
rrkhj 嚴重者
rrkhp 嚴重性
rrkhs 嚴重的
rrkus 嚴峻的
rrlr  路由器
rrmrr 呵呵呵
rrmw  路政署
rrxw  路線圖
rrzi  路透社
rslmf 哪一類
rslmh 哪一種
rslmm 哪一項
rslmo 哪一位
rslmo 哪一個
rsmb  另一部
rsmf  另一半
rsmf  另一家
rsmf  另一類
rsmg  另一場
rsmh  另一番
rsmh  另一種
rsmi  另一次
rsmj  另一宗
rsmk  另一套
rsmm  另一面
rsmm  另一項
rsmn  另一名
rsmo  另一人
rsmo  另一件
rsmo  另一位
rsmo  另一個
rsmo  另一條
rsmy  另一方
rsmy  另一端
rsmz  另一些
rsmz  另一邊
rspiu 呢我們
rspoj 呢件事
rspou 呢他們
rsym  另方面
rtmbo 咁多人
rtmga 咁都得
rtmhr 咁簡單
rtrn  啦啦隊
rubrr 喘噓噓
rvay  跟得上
rvhe  跟香港
rvic  跟我說
rviu  跟我們
rviy  跟我講
rvkf  跟大家
rvkht 吳啟華
rvkjd 吳宇森
rvkkn 吳奇隆
rvkmj 吳哥窟
rvksv 吳君如
rvkwt 吳國敬
rvkxt 吳綺莉
rvkyi 吳彥祖
rvny  跟不上
rvoc  跟他說
rvou  跟他們
rvto  跟其他
rvyc  跟你說
ryhe  號香港
ryksh 咬耳朵
rylw  號中國
ryng  號角聲
rysk  號召力
rzmg  足球場
rzmj  足球賽
rzmn  足球隊
saaa  的時間
saac  的問題
saeg  的關注
sand  的日子
saof  的關係
saok  的時候
sapv  的關懷
satb  的日期
sava  的影響
sbdf  的目標
sbke  的朋友
sbns  的服務
sbzd  的用途
sceu  的交流
scsr  的公司
scto  匹茲堡
sczn  的交通
sdegk 破壞力
sdegp 破壞性
sdemt 破天荒
sdeoh 破傷風
sdexc 破紀錄
sdims 鬆一鬆
sdmc  的東西
sdmth 砵蘭街
sdoa  的機會
sdot  的地位
sdtt  的權益
sdyq  的檢討
sdys  的地方
seaw  取得了
sebnh 腎小管
sebnm 腎小球
sebyb 腎上腺
secob 賢內助
sedh  取材自
seeg  的泳灘
sees  取決於
sefns 緊張的
sefqt 緊接著
sefsd 緊緊地
sefss 緊緊的
segsd 堅尼地
sehc  的水質
sehq  的法律
sejb  的渡輪
sejz  的決定
seojc 聚寶盆
seon  的法例
seonh 聚乙稀
sfar  馬照跑
sfct  馬鈴薯
sfeo  馬浚偉
sfhm  馬利亞
sfhw  馬德里
sfil  的精神
sfjw  馬克思
sfkw  馬頭圍
sflrh 馴獸師
sfmo  馬爾他
sfqd  馬拉松
sfqi  馬拉威
sfrc  馬口鐵
sfry  馬路上
sfsq  馬尼拉
sftk  馬英九
sftp  馬其頓
sftu  馬鞍山
sgjk  確實有
sgjs  確定的
sgjs  確實的
sgjy  確實是
sgpcz 聽說過
sgpgd 聽起來
sgpjj 聽故事
sgpmw 聽電話
sgpng 聽不到
sgpnp 聽不懂
sgpou 聽他們
sgpww 聽見了
sgpyo 聽證會
sgpyr 聽診器
sgpyv 聽音樂
sgya  的聲音
sgyv  確認後
shemq 履歷表
sheu  的香港
shk   的重大
shkb  的所有
shkmh 髮型師
shkms 髮型屋
shmv  的重要
shras 召開的
shroo 召集人
shumj 尾班車
