aaaa   日照時間
otxmi  無線電視
otxmw  無線電話
otxoj  無緣無故
otxwm  無緣見面
otxzo  無線通信
otyee  無言對泣
otyff  無上光榮
otyhn  無敵艦隊
otylj  無端鬧事
otyng  無處可去
otynj  無敵不克
otynk  無處不在
otynq  無記名投
otynx  無產階級
otyny  無計可施
otynz  無處可逃
otyoq  無牽無掛
otyqj  無端生事
otyqy  無言抗議
otyrz  無立足之
otysh  無虞匱乏
otytj  無端惹事
otyve  無言以對
otyve  無顏以對
otyvo  無論如何
otywo  無顏見人
otyzl  無意之中
otyzv  無妄之災
otzhb  無邊風月
otzls  無遠弗屆
otzon  無邊無際
otzoo  無止無休
otzos  無邊無礙
otzqn  無邊春色
ougomo 催化裂化
ougoob 催化作用
ougqob 催生作用
ougwke 催眠療法
ouhzb  仙風道骨
oukmnn 缺一不可
oukyxc 缺課紀錄
oumam  仙露明珠
ouoe   人山人海
ovbdh  食用植物
ovbhh  食用動物
ovbkr  食髓知味
ovcckm 傾盆大雨
ovcfty 傾家蕩產
ovcgow 傾城傾國
ovchod 傾箱倒櫃
ovchoh 傾箱倒篋
ovcjdb 傾囊相助
ovcjdq 傾囊相授
ovclok 傾盡全力
ovcno  食慾不佳
ovcnq  食慾不振
ovcnq  食欲不振
ovcogg 傾倒垃圾
ovcpry 傾心吐意
ovcryp 傾吐衷情
ovcvdk 傾巢來犯
ovcvmu 傾巢而出
ovcwog 傾國傾城
ovcyyp 傾訴衷情
ovcyyw 傾訴衷曲
ovemdb 氯丁橡膠
oveomc 氯化亞錫
ovfo   人剝削人
ovhlq  食物中毒
ovijcz 饑寒交迫
ovinqo 饑不擇食
ovjno  食古不化
ovlhkz 仰德大道
ovljoy 仰事俯畜
ovlkmq 仰頭一看
ovlmmy 仰天一望
ovlmsr 仰天長嘯
ovlohh 仰人鼻息
ovlsgo 仰臥起坐
ovlyyo 仰韶文化
ovnkr  食不知味
ovnpp  食色性也
ovntr  食不甘味
ovnyo  食不充饑
ovocdy 似曾相識
ovoio  食無求飽
ovokto 似有若無
ovolmy 似非而是
ovoplp 似懂非懂
ovoyml 似是而非
ovqeo  食指浩繁
ovrcj  食品業者
ovrcs  食品公司
ovret  食品法典
ovrhq  食品衛生
ovrmc  食品工業
ovtm   人如其面
ovtn   人如其名
ovtyj  食前方丈
ovymb  食言而肥
ovyoh  食衣住行
ovzor  食之無味
owbbza 偶然之間
owbfh  個體勞動
owbhk  個體所有
owbmiz 偶一為之
owbmiz 偶而為之
owbna  個多小時
owbnjo 偶發事件
owbny  個體發育
owbooh 偶像人物
owbouh 偶像崇拜
owbqm  個體手工
owbxe  個體經濟
owekob 傻頭傻腦
oweloo 傻裡傻氣
owiatm 每星期三
owiaya 每日新聞
owibnh 每股盈利
owieom 每況愈下
owihvl 每程收費
owihzi 每秒速度
owiigb 每次都用
owimoe 每下愈況
owimoo 每一個人
owimor 每一個別
owioom 每人每天
owiovz 每每如此
owiypl 每試必中
owjxc  個案紀錄
owkmvu 敏而好學
owoah  個人得失
owoo   人見人愛
owodj  個人檔案
owoel  個人消費
owoha  個人所得
owoht  個人利益
owojf  個人資料
owomb  個人電腦
owomy  個人而言
owons  個人發展
owooi  個人全能
owosj  個人的士
owouh  個人崇拜
owovo  個人收入
owoyt  個人主義
owoyw  個人意見
owpeq  個性對手
owrco  個別鍵入
owres  個別測驗
owrju  個別教學
owrjz  個別輔導
owrin  個別現象
owrpe  個別情況
owrqy  個別生產
owrqz  個別指導
owrtw  個別差異
owryw  個別談話
owsh   人困馬乏
owvjye 偎乾就濕
owykr  個放大器
oxhk   人細鬼大
oyahfs 儲稅券的
oyakgd 儲存起來
oyat   人文景觀
oyatch 儲蓄銀行
oyatdd 儲蓄機構
oyatkg 儲蓄存款
oyayjb 儲訓幹部
oyayod 儲訓人才
oybnh  信用可靠
oybog  信用貸款
oyboo  信用合作
oybrhi 禽獸行為
oybrnv 禽獸不如
oybyd  信用調查
oybyg  信用放款
oycjgm 偵察地形
oycqnc 偵探小說
oyet   人文涵養
oyfi   人文精神
oyfpw  信賞必罰
oyfs   人亡家破
oygfwo 住家男人
oyghaa 住房問題
oygjro 住宅單位
oygkyj 住友商事
oygm   人文地理
oygnko 住院病人
oygnlb 住院費用
oygnqx 住院手續
oygnsh 住院醫師
oyha   人畜興旺
oyhh   人言籍籍
oyhhm  信息管理
oyhhx  信息系統
oyhio  信息社會
oyhjl  信筆直書
oyhk   人亡物在
oyhlp  信息中心
oyhqd  信筆拈來
oyhqh  信息技術
oyhrs  信箱號碼
oyhu   人文科學
oyhym  信息處理
oyio   人言為信
oyis   人棄我取
oyjne  信守不渝
oyjny  信守不棄
oyjy   人文教育
oyko   人上有人
oymh   人亡政息
oyncyc 停業處分
oyndog 停來停去
oynent 停滯不前
oynezk 停水通知
oynfjj 停火協定
oynhaa 停留時間
oynhhu 停船靠岸
oynmyc 停刊處分
oynmyc 停工處分
oynmzk 停電通知
oynnmd 停不下來
oynnog 停不停地
oynnos 停不停的
oynoo  信不信任
oynpmd 停頓下來
oynrhx 停戰和約
oynrjj 停戰協定
oynths 停薪留職
oynv   人謀不臧
oynw   人言可畏
oynwmd 停了下來
oynzmd 停止下來
oynzmo 停止工作
oyohl  信仰自由
oyojc  信貸資金
oyoqm  信任投票
oyoyt  信仰主義
oyoyx  信貸評級
oyoz   人誰無過
oypjcg 億載金城
oypjr  信心十足
oyptjc 億萬富翁
oyptor 億萬人民
oyqaa  信誓旦旦
oyqha  信托貿易
oyqk   人亡邦瘁
oyqqd  信手拈來
oyrae  信口開河
oyrhx  信號系統
oyrisk 佔為己有
oyrjc  信口胡說
oyrmoz 佔百份之
oyrr   人言嘖嘖
oyrzt  信口雌黃
oysaao 傍晚時候
oysr   人語馬嘶
oystnd 傍花隨柳
oystoo 傍若無人
oytdos 位極人臣
oythme 位移電流
oyths  信義房屋
oytolp 位似中心
oytoxq 位似變換
oytpuf 位性學家
oytsme 位居要津
oytt   人文薈萃
oytt   人言藉藉
oytt   人言鑿鑿
oyttyh 位尊望重
oytwl  信義國中
oytwn  信義國小
oytyl  信義計劃
oyuh   人文學科
oyvbji 依然故我
oyvbkk 依然存在
oyvbvj 依然如故
oyvdhi 依賴程度
oyvdip 依賴成性
oyvedy 依法查處
oyveee 依法治港
oyveem 依法治理
oyveew 依法治國
oyvehj 依法行事
oyvely 依法申請
oyverh 依法嚴懲
oyvery 依法嚴辦
oyveyj 依法辦事
oyveym 依法辦理
oyvhao 依從關係
oyvhya 依稀記得
oyvij  信以為真
oyvkao 依存關係
oyvkgk 依老賣老
oyvmth 依麗莎白
oyvohm 依人籬下
oyvonq 依依不捨
oyvtlt 依樣畫葫
oyvuoe 依山傍水
oyvzfq 依此類推
oyych  信託銀行
oyycs  信託公司
oyyt   人文主義
oyytc  信託基金
oyzaz  信步閒遊
ozba   人之冠冕
ozbf   人造肥料
ozcbn  企業財務
ozccs  企業公司
ozchm  企業管理
ozcom  企業倫理
ozcow  企業集團
ozctc  企業基金
ozdb   人造橡膠
ozek   人造瀑布
ozfi   人道精神
ozfp   人之常情
ozgm   人造地球
ozha   人造衛星
ozqhmi 健行工專
ozqhzh 健身運動
ozqidd 健康檢查
ozqihm 健康第一
ozqiis 健康成長
ozqilh 健康中街
ozqins 健康發展
ozqion 健康保險
ozqior 健康食品
ozqiqe 健康生活
ozqive 健康狀況
ozqoii 健健康康
ozqtnv 健美小姐
ozqtqq 健美先生
ozqvvh 健壯如牛
ozqzvn 健步如飛
ozue   人道毀滅
ozvm   人之將死
ozxx   人造纖維
ozyg   人道立場
ozyt   人道主義
pabo   心得體會
paeok  旨酒佳肴
paip   心曠神怡
pajbnh 悍然不顧
pajbux 悍然毀約
pampdp 惺惺相惜
pampoi 惺惺作態
panj   心照不宣
paubdb 慨然相助
pavcni 恨鐵不成
pavdpg 恨來恨去
pavndz 恨不相逢
pavobb 恨入骨髓
pavyge 恨意未消
pavyle 恨意盡消
pavyoe 恨意全消
pavyte 恨意難消
pavzob 恨之入骨
pawy   心明眼亮
pbaa   心胸開闊
pbai   心胸開朗
pbbj   心胸脥窄
pbbqr  情同手足
pbdj   心肌梗塞
pbena  情況不明
pbeoe  情深似海
pbghx  情報系統
pbghz  情勢所迫
pbghz  情勢所逼
pbgjf  情報資料
pbgkv  情場老將
pbgor  情報人員
pbgs   心臟地區
pbgzj  情勢逆轉
pbhoy  情歸何處
pbhrh  情節嚴重
pbihh  情感衝動
pbik   心臟麻痹
pbik   心臟麻痺
pbitg  情禮兼到
pbjb   心肝寶貝
pbjla  情竇初開
pbkhc  情有所鍾
pbkj   心胸狹窄
pbkk   心臟痲痹
pbkk   心臟痲痺
pbkkc  情有獨鍾
pbkl   心腹大患
pbkn   心胸狹小
pbkn   心臟病發
pbknm  情有可原
pblko  情書大全
pbmtc  情面難卻
pbmtj  情理難容
pbmyl  情至意盡
pbnhd  情不自禁
pbnjz  情隨事遷
pbnnzp 惻隱之心
pbnoq  情急智生
pbnqo  情急生智
pbnzm  情急之下
pbom   心膽俱裂
pbovg  情何以堪
pbowl  情人眼裡
pbqyo  情投意合
pbrb   心服口服
pbsxo  情長紙短
pbteh  情義深重
pbvbth 惘然若失
pbvi   心亂如麻
pbwhb  情見乎辭
pbwxx  情話綿綿
pbxge  情緒高漲
pbxot  情緒低落
pbydq  情意相投
pbyeh  情意深重
pbyem  情意深厚
pbytt  情文並茂
pbyxx  情意綿綿
pbzl   心腹之患
pbzm   心同此理
pcushs 悅耳動聽
pdayc  也即是說
pdcpip 懶惰成性
pdcptt 懶懶散散
pdcqzo 穎慧過人
pdeaa  也沒問題
pdeao  也沒關係
pdgnk  也未可知
pdhnz  也行不通
pdji   心想事成
pdjja  也較容易
pdkwo  也有點像
pdncr  也不錯喔
pdnma  也不要開
pdnmj  也不一定
pdnms  也不要緊
pdnnv  也不可以
pdnon  也不例外
pdnvc  也可以說
pdnvk  也可以在
pdqng  也看不到
pdycn  也是金色
pdydb  也是枉然
pdymo  也是一個
pdyph  也許必須
pdypm  也文也武
pdyyc  也就是說
pedpg  慢來慢去
pedpm  慢板情歌
peee   心潮澎湃
pegdpg 怪來怪去
pegdpt 怪模怪樣
peggpo 怪聲怪氣
pegjzh 怪事連篇
pegkbi 怪力亂神
peglpo 怪裡怪氣
pegmuu 怪石嶙峋
pego   心潮起伏
pegpkk 怪怪奇奇
pegynx 怪誕不經
pehe   心潮翻滾
peie   心澄神淨
peor   心浮氣躁
peotm  慢條斯理
pepbb  慢慢騰騰
pephh  慢慢吞吞
pepko  慢性病人
peqpb  慢手慢腳
perjne 恪守不渝
petye  慢藏誨盜
peyr   心滿意足
pfbbem 悄然淚下
pfbbmg 悄然而去
pfbbyg 悄然離去
pfhpm  憐香惜玉
pfpzp  憐憫之心
pfubkp 恍然大悟
pfuppp 恍恍忽忽
pfuppp 恍恍惚惚
pfupza 恍惚之間
pfutnp 恍若隔世
pfuvnp 恍如隔世
pfuvtg 恍如夢境
pfyb   心煩意亂
pgfa   心地光明
pgikpb 怯頭怯腦
pgiqqs 怯生生的
pgjpmg 悻悻而去
pgoo   心高氣傲
pgqdoh 恃才傲物
pgqgto 恃勢欺人
pgqjms 恃寵而驕
pgqkgk 恃老賣老
pgqnin 恃強凌弱
pgqntn 恃強欺弱
pgti   心地善良
pgxe   心地純潔
phaamm 怕得要死
phaamo 怕得要命
phaawo 怕得罪人
phastj 怕硬欺軟
phbin  必然現象
phbmw  必然王國
phbzg  必然之勢
phbzg  必爭之地
phbzj  必然之事
phde   心血來潮
phfbxn 愀然變色
phgpnj 惶惶不安
phgpnn 惶惶不可
phgpoy 惶惶無主
phhdpx 勿枉勿縱
phhho  必須符合
phhigy 勿庸贅言
phhl   心血白費
phhyso 勿施於人
phhzj  必須遵守
phik   心算能力
phinmf 愧不敢當
phiw   心向祖國
phjop  必輸無疑
phkih  必有我師
phkjgd 懊喪起來
phkmo  必有一傷
phkpns 懊悔不已
phkpns 懊惱不已
phkptn 懊悔莫及
phkth  必有其徒
phktn  必有其子
phkzm  必有近憂
phlzr  必由之路
phmfh  必要勞動
phmoo  必要條件
phmop  必死無疑
phmzp  必死之心
phnas  必不得已
phnd   心律不整
phnm   心術不正
phnnf  必不可少
phnnn  必不可免
phnpm  必不必要
phoit  必備良藥
phoyh  必修課程
phozj  必無此事
phpapa 忽明忽暗
phpape 忽明忽滅
phpbmz 忽然１週
phpbza 忽然之間
phpgpo 忽高忽低
phpgpt 忽起忽落
phpipg 忽冷忽熱
phpkhi 忽有所感
phpkpk 忽左忽右
phpkpn 忽大忽小
phpnpn 忽強忽弱
phpppp 忽快忽慢
phpspo 忽長忽短
phptpv 忽前忽後
phpvv  必必剝剝
phpypm 忽上忽下
phrnks 恬不知恥
phtpt  必恭必敬
phxnh  必經階段
phxzg  必經之地
phxzr  必經之路
phxzz  必經之道
phzyh  必選課程
pibb   心廣體胖
pibjm  勾股定理
pibptz 匍匐前進
pibpzh 匍匐運動
picbtp 怵目驚心
pidpg  勾來勾去
piepea 慷慨激昂
piepnj 慷慨解囊
piepny 慷慨陳詞
piepyt 慷慨就義
pihexf 慘淡經營
pihexf 慘澹經營
pihkjy 慘痛教訓
pihmjm 慘死輪下
pihnsw 慘不忍睹
pihoma 慘無天日
pihooz 慘無人道
pihxoj 慘絕人寰
pihzdi 慘遭橫禍
pihzkj 慘遭殺害
pihzqj 慘遭毒害
pihzqq 慘遭毒手
pijh   心神喪失
pinj   心神不定
pinj   心神不寧
pioo   心神領會
piph   心態平衡
pipln  勾心鬥角
pirbha 怡然自得
pirhki 怡和大廈
pirppp 怡情悅性
pirptp 怡情養性
pjazo  平易近人
pjbb   心寬體胖
pjcbyg 憤然離去
pjchjy 慎重考慮
pjchn  平分秋色
pjchtj 慎重其事
pjchym 慎重處理
pjcjo  平鋪直敘
pjcmhu 憤而行兇
pjcnyn 慎防意外
pjcpnp 憤恨不平
pjcpnp 憤憤不平
pjcpvo 憤世嫉俗
pjcpvo 憤世嫉俗
pjcvpx 慎始慎終
pjcway 慎思明辨
pjcwhh 慎思篤行
pjcxzz 慎終追遠
pjcyzy 慎謀遠慮
pjcznp 慎之又慎
pjdgg  平整土地
pjdmm  平板玻璃
pjdopu 悖入悖出
pjdyt  平權主義
pjeok  平淡無奇
pjeor  平淡無味
pjevc  平滑如鏡
pjfwc  平光眼鏡
pjgcm  平均分配
pjgcn  平均分子
pjgdi  平地樓台
pjgep  平均水平
pjggd  平均地權
pjghe  平地風波
pjghe  平均利潤
pjgil  平均次數
pjgll  平坦順暢
pjgmj  平均工資
pjgod  平均價格
pjgoe  平均氣溫
pjgoz  平均年齡
pjgpo  平起平坐
pjgyt  平均主義
pjgzi  平均速度
pjhdo  平等機會
pjhfl  平衡常數
pjhgd  平復起來
pjhgd  平衡起來
pjhh   心事重重
pjhhz  平等待遇
pjhmj  平等互惠
pjhoc  平行作業
pjhoj  平白無故
pjhoj  平白無辜
pjhwz  平行四邊
pjhym  平行六面
pjhyt  平等主義
pjij   心安神定
pjjoj  平安無事
pjkmv  平頭百姓
pjktz  平頭並進
pjkyt  平頭主義
pjlhs  平版印刷
pjma   心安理得
pjmgk  平原地帶
pjmvo  平面幾何
pjmwz  平形四邊
pjmyy  平面設計
pjnph  平不平等
pjnph  平不平衡
pjnyw  平隴望蜀
pjojo  平舖直敘
pjomd  平伏下來
pjoyi  平價商店
pjpff  平平常常
pjphh  平平白白
pjphh  平平穩穩
pjpii  平平庸庸
pjpjj  平平安安
pjpjj  平平定定
pjpjo  平心定氣
pjpmy  平心而論
pjpok  平平無奇
pjpqo  平心靜氣
pjpqq  平平靜靜
pjqkj  平生大事
pjqmd  平靜下來
pjrmnp 怙惡不悛
pjrp   心直口快
pjsza  平展遼闊
pjvcr  平媛鐵路
pjxcr  平綏鐵路
pjycc  平方公分
pjycs  平方公尺
pjycw  平方公里
pjygo  平上去入
pjytr  平方英哩
pjzqm  平步青雲
pkba   心知肚明
pkbpob 惰性氣體
pkck   心力交疲
pkck   心力交瘁
pkeci  快活谷台
pkegd  快活起來
pkfhgd 恢復起來
pkfhnh 恢復名譽
pkfhzd 恢復過來
pkgpw  快去快回
pkhag  快郵日報
pkkoza 匆促之間
pkkppp 匆匆忙忙
pkkpza 匆忙之間
pkms   心有靈犀
pknt   心有不甘
pkok   心有餘力
pkoo   心存僥倖
pkop   心有餘悸
pkopy  快人快語
pkpvv  快快樂樂
pkqy   心狠手辣
pkrph  快嘴快舌
pksst  快馬加鞭
pktam  快若閃電
pktg   心癢難熬
pkvam  快如閃電
pkyi   心灰意冷
pkyp   心灰意懶
pkys   心猿意馬
pkyy   心力衰竭
pkzgs  快速增長
pkzhi  快速反應
pkzky  快速有效
pkzp   心頭之恨
pkztz  快步前進
plkh   心中有鬼
plkl   心中有數
plkl   心裡有數
plkpnv 怏怏不樂
plnj   心裡不安
plsd   心中的刺
pmcad  性交時才
pmcao  性交關係
pmcmi  性交一次
pmcqdo 頃接來信
pmcyza 頃刻之間
pmdnq  性格小生
pmdsa  性格巨星
pmek   心理治療
pmey   心靈深處
pmhes  性向測驗
pmhia  性行為時
pmhiy  性行為是
pmhq   心理衛生
pmii   心電感應
pmii   心靈感應
pmiog  性能優越
pmioy  性感內衣
pmixk  性神經症
pmjz   心理輔導
pmmeel 恆河沙數
pmmepm 恆河平原
pmin   心理現象
pmmqql 恆生指數
pmmylu 恆毅中學
pmnq   心理負擔
pmob   心理作用
pmoca  性命交關
pmois  性敏感區
pmono  性命不保
pmooa  性命攸關
pmpen  性情溫柔
pmpkx  性情大變
pmplo  性情中人
pmpph  性情平和
pmqm   心靈手巧
pmrzi  性別歧視
pmsq   心理醫生
pmsqj  性騷擾案
pmuf   心理學家
pmuh   心理學系
pmul   心理學史
pmvmf  性如烈火
pmwq   心理因素
pmxi   心理變態
pngpnj 忸怩不安
pngpoi 忸怩作態
pngppp 忸忸怩怩
pnkm   心不在焉
pnpoo  乜乜斜斜
pnvd   心急如焚
pofpng 憔悴不堪
poghyw 惟利是圖
pogikt 惟我獨尊
pogmmm 惟恐天下
pogoyh 惟命是從
pogoys 惟命是聽
pogvpf 惟妙惟肖
poio   心領神會
pokx   心餘力絀
poky   心餘力竭
pomb   心無二用
ponayg 愉景新城
ponnpp 愉不愉快
pons   心智障礙
porgvy 恰到好處
porpdh 恰恰相反
porvdh 恰好相反
porvtc 恰如其分
posbem 愴然淚下
posn   心儀已久
poyn   心無旁騖
poynfl 悔不當初
poyo   心無雜念
poypzy 悔悟之意
poyzai 悔之晚矣
poyzsa 悔之已晚
poyztn 悔之莫及
ppaktg 皆大歡喜
ppaym  比照辦理
ppdh   心心相印
ppdpg  比來比去
ppeh   心情沉重
ppfms  比鄰而居
pphao  比利時人
pphb   心懷鬼胎
pphxr  比肩繼踵
pphzf  比物連類
ppjcd  比較分析
ppjed  比較清楚
ppjey  比較滿意
ppjgd  比較起來
ppjhj  比較穩定
ppjhr  比較簡單
ppjjt  比較完善
ppjju  比較突出
ppjlh  比較順利
ppjmy  比較而言
ppjnz  比較發達
ppjqb  比賽規則
ppjqz  比較先進
ppjtv  比較落後
ppjxw  比賽結果
ppjyu  比較文學
ppmko  比下有餘
ppmtt  比爾蓋茲
ppne   心懷不滿
ppnj   心懷不軌
ppogm  比個高下
ppoh   心平氣和
ppohy  比例失調
ppol   心情舒暢
ppolm  比例中項
pppp   心情愉快
ppppy  比比皆是
ppqlb  比手畫腳
pprhf  比喻失當
ppse   心懷叵測
ppsmh  比翼而行
ppson  比翼雙飛
pptog  比薩斜塔
ppyb   心悅誠服
ppyb   心慌意亂
ppynr  比上不足
pqdi   心手相應
pqne   心生不滿
pqqy   心毒手辣
precd  句法分析
prmcd  句型分析
prmh   心路歷程
prmxs  句型練習
prnm   心口不一
prpjw  句句實話
pruldx 包書皮紙
pruqqy 包攬生意
prurpj 包吃包穿
prurpo 包吃包住
prusey 包君滿意
prutip 包藏禍心
pruvdf 包裝材料
pruwgd 包圍起來
pruwtk 包羅萬有
pruwtn 包羅萬象
pruygh 包產到戶
prvm   心口如一
psbhk  切腹自殺
psfba  切削用量
psfpi  切削性能
psfzi  切削速度
pshht  切身利益
pshxs  切身經驗
psjky  切實有效
psjnh  切實可行
psldd  切片檢查
pslmj  切中要害
psojn  切合實際
psomm  切合需要
psphy  切切私語
pspjj  切切實實
pssmi  切磋琢磨
psvbth 悵然若失
psvpth 悵惘若失
psyzk  切膚之痛
ptamph 惜玉憐香
ptawvc 惜墨如金
ptbr   心驚膽戰
ptbr   心驚膽跳
ptby   心驚膽顫
ptcyy  世說新語
ptfnc  世家子弟
ptham  世風日下
pthbk  世所周知
pthet  世風澆薄
pthkd  世貿大樓
pthlp  世貿中心
pthnj  世風不古
ptife  世態炎涼
ptis   心蕩神馳
ptnde  世外桃源
ptngo  世外高人
ptodo  世代相傳
ptor   心驚肉跳
ptoyt  世俗主義
ptozw  世俗之見
ptpm   心甘情願
ptpoo  世世代代
ptqj   心慈手軟
ptsbx  世局多變
ptuimw 慌成一團
ptulpn 慌裡慌張
ptungd 慌張起來
ptuomw 慌作一團
ptupnn 慌慌張張
ptupza 慌忙之間
ptuwqb 慌了手腳
ptvy   心花怒放
ptwan  世界聞名
ptwbb  世界冠軍
ptwch  世界銀行
ptwda  世界末日
ptwdj  世界杯賽
ptwee  世界潮流
ptweg  世界各地
ptwep  世界水平
ptwew  世界各國
ptwgw  世界地圖
ptwha  世界貿易
ptwhm  世界第一
ptwhp  世界和平
ptwhw  世界範圍
ptwkb  世界大同
ptwkr  世界大戰
ptwma  世界電影
ptwme  世界一流
ptwof  世界貨幣
ptwor  世界人民
ptwpok 懵懵無知
ptwppp 懵懵懂懂
ptwqn  世界排名
ptwqz  世界先進
ptwsf  世界屋脊
ptwxc  世界紀錄
ptwxe  世界經濟
ptwya  世界新聞
ptwyg  世界市場
ptwyi  世界新專
ptwyo  世界文化
ptwyt  世界主義
ptwza  世界之最
ptxyw  世紀帝國
ptxzc  世紀之交
ptyzh  世衰道微
ptzop  世道人心
