Chinese_Street_Name	English_Street_Name	District_Code
澄平街	CHING PING STREET	YTM
澄麗路	CHING LAI ROAD	TM
澳背塘徑	O PUI TONG PATH	N
澳景路	O KING ROAD	SK-KT
碼頭道	JETTY APPROACH ROAD	Is
磅巷	POUND LANE	C&amp;W
窰圍街	YIU WAI STREET	ST
緬甸臺	MINDEN ROW	YTM
蕉徑路	TSIU KENG ROAD	N
蕙荃路	WAI TSUEN ROAD	TW
蕪湖街	WUHU STREET	KC
蝦尾新村路	HA MEI SAN TSUEN ROAD	YL
蝴蝶山路	WU TIP SHAN ROAD	N
蝴蝶谷道	BUTTERFLY VALLEY ROAD	SSP
蝶景路	TIP KING ROAD	TM
賢居里	IN KU LANE	C&amp;W
賢華街	YEN WAH STEPS	WC
震寰路	TSUN WEN ROAD	TM
靠背壟道	KAU PUI LUNG ROAD	KC
鞍山里	ON SHAN LANE	ST
鞍超街	ON CHIU STREET	ST
鞍源街	ON YUEN STREET	ST
鞍誠街	ON SHING STREET	ST
鞍祿街	ON LUK STREET	ST
鞍駿街	ON CHUN STREET	ST
餘慶里	YU HING LANE	C&amp;W
餘樂里	YU LOK LANE	C&amp;W
魷魚灣村道	YAU YUE WAN VILLAGE ROAD	SK
鴉打街	ARTHUR STREET	YTM
鴉蘭街	ARRAN STREET	YTM
樓梯街	LADDER STREET	C&amp;W
樓梯臺	LADDER STREET TERRACE	C&amp;W
數碼港道	CYBERPORT ROAD	S
寮肚路	LIU TO ROAD	K&amp;T
樂天街	LOK TIN STREET	N
樂古道	LOK KU ROAD	C&amp;W
樂民道	LOK MAN ROAD	E
樂和街	LOK WO STREET	N
樂坪街	LOK PENG STREET	Is
樂怡街	LOK YI STREET	TM
樂東街	LOK TUNG STREET	N
樂林路	LOK LAM ROAD	ST
樂信徑	LOK SHUN PATH	ST
樂城街	LOK SHING STREET	ST
樂活道	BROADWOOD ROAD	WC
樂華街	LOK WAH STREET	WTS
樂善美道	ROSMEAD ROAD	C&amp;W
樂善道	LOK SIN ROAD	KC-WTS
樂景街	LOK KING STREET	ST
樂景臺	HAPPY VIEW TERRACE	WC
樂葵徑	LOK KWAI PATH	ST
樂道	LOCK ROAD	YTM
樂園徑	LOK YUEN PATH	ST
樂楓徑	LOK FUNG PATH	ST
樂業路	LOK YIP ROAD	N
樂群街	LOK KWAN STREET	YTM
樂翠街	LOK CHUI STREET	TM
樂鳴街	LOK MING STREET	N
樂蓮徑	LOK LIN PATH	ST
樂慶里	LOK HING LANE	C&amp;W
樂濤街	LOK TO STREET	TM
樂霞坊	LOK HA SQUARE	ST
樂禮街	RODNEY STREET	C&amp;W
儒林臺	U LAM TERRACE	C&amp;W
壁屋村路	PIK UK TSUEN ROAD	SK
壆圍西路	POK WAI WEST ROAD	YL
壆圍南路	POK WAI SOUTH ROAD	YL
壆圍路	POK WAI ROAD	YL
學佬巷	HOK LOO LANE	Is
學林里	HOK LAM LANE	SK
學校路	SCHOOL ROAD	Is
學餘里	HOK YU LANE	KC
嶼南道	SOUTH LANTAU ROAD	Is
曉光街	HIU KWONG STREET	KT
曉明街	HIU MING STREET	KT
曉波徑	HIU PO PATH	SK
曉育徑	HIU YUK PATH	KT
曉運路	HIU WAN ROAD	TP
曉翠街	HIU TSUI STREET	E
橋下路	KIU HA ROAD	ST
橋旺街	KIU WONG STREET	YL
橋昌路	KIU CHEONG ROAD	YL
橋洪路	KIU HUNG ROAD	YL
橋盛街	KIU SHING STREET	YL
橋發街	KIU FAT STREET	YL
橋壽徑	KIU SAU PATH	YL
橋德徑	KIU TAK PATH	YL
橋樂坊	KIU LOK SQUARE	YL
橋頭路	KIU TAU ROAD	N
橙花路	CHANG FA AVENUE	WTS
機利士北路	GILLIES AVENUE NORTH	KC
機利士南路	GILLIES AVENUE SOUTH	KC
機利文街	GILMAN STREET	C&amp;W
機利文新街	GILMAN'S BAZAAR	C&amp;W
機利臣街	GRESSON STREET	WC
機場北交匯處	AIRPORT NORTH INTERCHANGE	Is
機場南交匯處	AIRPORT SOUTH INTERCHANGE	Is
機場路	AIRPORT ROAD	Is
橫台山散村路	WANG TOI SHAN SHAN TSUEN ROAD	YL
橫平山南路	WANG PING SHAN SOUTH ROAD	YL
橫洲路	WANG CHAU ROAD	YL
橫街	WANG STREET	SK
橫窩仔街	WANG WO TSAI STREET	TW
橫壆街	WANG POK STREET	ST
橫頭磡中道	WANG TAU HOM CENTRAL ROAD	WTS
橫頭磡北道	WANG TAU HOM NORTH ROAD	WTS
橫頭磡東道	WANG TAU HOM EAST ROAD	WTS
橫頭磡南道	WANG TAU HOM SOUTH ROAD	WTS
橫龍街	WANG LUNG STREET	TW
澤安道	CHAK ON ROAD	SSP
澤安道南	CHAK ON ROAD SOUTH	SSP
澤欣路	CHAK YAN ROAD	TW
澤祥街	CHAK CHEUNG STREET	ST
澤豐街	CHAK FUNG STREET	TM
燕子里	YIN TSE LANE	TP
燕安街	YIN ON STREET	KC
燕崗村第一巷	YIN KONG FIRST LANE	N
燕崗村第二巷	YIN KONG SECOND LANE	N
燕崗村第三巷	YIN KONG THIRD LANE	N
燕崗村第五巷	YIN KONG FIFTH LANE	N
燕崗村第四巷	YIN KONG FOURTH LANE	N
燕崗路	YIN KONG ROAD	N
營盤街	CAMP STREET	SSP
獲嘉道	WALKER ROAD	KC
禧利街	HILLIER STREET	C&amp;W
禧福道	HEREFORD ROAD	KC
積存街	CHIK CHUEN STREET	ST
積信街	CHIK SHUN STREET	ST
積泰里	CHIK TAI LANE	ST
積財里	CHIK CHOI LANE	ST
積富街	CHIK FU STREET	ST
積運街	CHIK WAN STREET	ST
積祿里	CHIK LUK LANE	ST
積福街	CHIK FUK STREET	ST
積壽里	CHIK SAU LANE	ST
積德里	CHIK TAK LANE	ST
積輝街	CHIK FAI STREET	ST
穎竹街	WING CHUK STREET	WTS
穎禮路	WING LAI ROAD	SK
翱翔道	NGO CHEUNG ROAD	YTM
興才街	HING CHOI STREET	TM
興仁村第一巷	HING YAN TSUEN LANE NO.1	N
興仁村第二巷	HING YAN TSUEN LANE NO.2	N
興仁村第三巷	HING YAN TSUEN LANE NO.3	N
興仁村第五巷	HING YAN TSUEN LANE NO.5	N
興仁村第四巷	HING YAN TSUEN LANE NO.4	N
興仁街	HING YAN STREET	KC
興民街	HING MAN STREET	E
興安里	HING ON LANE	TM
興芳路	HING FONG ROAD	K&amp;T
興利街	HING LEE STREET	Is
興和街	HING WO STREET	S
興旺街	HING WONG STREET	TM
興華街	HING WAH STREET	SSP
興華街西	HING WAH STREET WEST	SSP
興盛路	HING SHING ROAD	K&amp;T
興隆正街	HING LUNG MAIN STREET	Is
興隆西街	HING LUNG LANE WEST	C&amp;W
興隆東街	HING LUNG LANE EAST	C&amp;W
興隆後街	HING LUNG BACK STREET	Is
興隆街	HING LUNG STREET	C&amp;W
興富街	HING FU STREET	TM
興發街	HING FAT STREET	WC
興貴街	HING KWAI STREET	TM
興業街	HING YIP STREET	KT
興漢道	HING HON ROAD	C&amp;W
興寧路	HING NING ROAD	K&amp;T
興賢街	HING YIN STREET	KC
薄扶林水塘道	POK FU LAM RESERVOIR ROAD	C&amp;W-S
薄扶林道	POK FU LAM ROAD	C&amp;W-S
薈然徑	WAI YIN PATH	KC
衞平坊	WAI PING CLOSE	N
衞和街	WAI WO STREET	N
衞信道	WILSON ROAD	WC
衞城坊	CASTLE STEPS	C&amp;W
衞城里	CASTLE LANE	C&amp;W
衞城道	CASTLE ROAD	C&amp;W
衞理徑	WYLIE PATH	YTM
衞理道	WYLIE ROAD	YTM
衞環里	WAI WAN LANE	KC
衡州道	HAMPSHIRE ROAD	KC
親仁街	CHUN YAN STREET	WTS
親民街	CHAN MAN STREET	SK
鋼綫灣道	KONG SIN WAN ROAD	S
錦上路	KAM SHEUNG ROAD	YL
錦山路	KAM SHAN ROAD	TP
錦田公路	KAM TIN ROAD	YL
錦田市街	KAM TIN SHI STREET	YL
錦田繞道	KAM TIN BYPASS	YL
錦石路	KAM SHEK ROAD	YL
錦江路	KAM KONG ROAD	YL
錦和橋	KAM WO BRIDGE	TP
錦河路	KAM HO ROAD	YL
錦英路	KAM YING ROAD	ST
錦屏街	KAM PING STREET	E
錦泰路	KAM TAI ROAD	YL
錦莆路	KAM PO ROAD	YL
錦匯路	KAM WUI ROAD	YL
錦綉大道北	FAIRVIEW PARK ROAD NORTH	YL
錦綉大道西	FAIRVIEW PARK ROAD WEST	YL
錦綉大道東	FAIRVIEW PARK ROAD EAST	YL
錦綉大道南	FAIRVIEW PARK ROAD SOUTH	YL
錦綉花園Ｂ段第一街	"FAIRVIEW PARK SECTION B	 1ST STREET"	YL
錦綉花園Ｂ段第七街	"FAIRVIEW PARK SECTION B	 7TH STREET"	YL
錦綉花園Ｂ段第二街	"FAIRVIEW PARK SECTION B	 2ND STREET"	YL
錦綉花園Ｂ段第三街	"FAIRVIEW PARK SECTION B	 3RD STREET"	YL
錦綉花園Ｂ段第五街	"FAIRVIEW PARK SECTION B	 5TH STREET"	YL
錦綉花園Ｂ段第六街	"FAIRVIEW PARK SECTION B	 6TH STREET"	YL
錦綉花園Ｂ段第四街	"FAIRVIEW PARK SECTION B	 4TH STREET"	YL
錦綉花園C段第一街	"FAIRVIEW PARK SECTION C	 1ST STREET"	YL
錦綉花園C段第七街	"FAIRVIEW PARK SECTION C	 7TH STREET"	YL
錦綉花園Ｃ段第九街	"FAIRVIEW PARK SECTION C	 9TH STREET"	YL
錦綉花園C段第二街	"FAIRVIEW PARK SECTION C	 2ND STREET"	YL
錦綉花園Ｃ段第八街	"FAIRVIEW PARK SECTION C	 8TH STREET"	YL
錦綉花園C段第三街	"FAIRVIEW PARK SECTION C	 3RD STREET"	YL
錦綉花園C段第五街	"FAIRVIEW PARK SECTION C	 5TH STREET"	YL
錦綉花園C段第六街	"FAIRVIEW PARK SECTION C	 6TH STREET"	YL
錦綉花園C段第四街	"FAIRVIEW PARK SECTION C	 4TH STREET"	YL
錦綉花園D段第一街	"FAIRVIEW PARK SECTION D	 1ST STREET"	YL
錦綉花園D段第二街	"FAIRVIEW PARK SECTION D	 2ND STREET"	YL
錦綉花園D段第三街	"FAIRVIEW PARK SECTION D	 3RD STREET"	YL
錦綉花園D段第四街	"FAIRVIEW PARK SECTION D	 4TH STREET"	YL
錦綉花園Ｅ段第一街	"FAIRVIEW PARK SECTION E	 1ST STREET"	YL
錦綉花園Ｅ段第二街	"FAIRVIEW PARK SECTION E	 2ND STREET"	YL
錦綉花園Ｅ段第三街	"FAIRVIEW PARK SECTION E	 3RD STREET"	YL
錦綉花園Ｅ段第四街	"FAIRVIEW PARK SECTION E	 4TH STREET"	YL
錦綉花園Ｆ段第一街	"FAIRVIEW PARK SECTION F	 1ST STREET"	YL
錦綉花園Ｆ段第七街	"FAIRVIEW PARK SECTION F	 7TH STREET"	YL
錦綉花園Ｆ段第九街	"FAIRVIEW PARK SECTION F	 9TH STREET"	YL
錦綉花園Ｆ段第二街	"FAIRVIEW PARK SECTION F	 2ND STREET"	YL
錦綉花園Ｆ段第八街	"FAIRVIEW PARK SECTION F	 8TH STREET"	YL
錦綉花園Ｆ段第十街	"FAIRVIEW PARK SECTION F	 10TH STREET"	YL
錦綉花園Ｆ段第三街	"FAIRVIEW PARK SECTION F	 3RD STREET"	YL
錦綉花園Ｆ段第五街	"FAIRVIEW PARK SECTION F	 5TH STREET"	YL
錦綉花園Ｆ段第六街	"FAIRVIEW PARK SECTION F	 6TH STREET"	YL
錦綉花園Ｆ段第四街	"FAIRVIEW PARK SECTION F	 4TH STREET"	YL
錦綉花園G段第一街	"FAIRVIEW PARK SECTION G	 1ST STREET"	YL
錦綉花園G段第二街	"FAIRVIEW PARK SECTION G	 2ND STREET"	YL
錦綉花園H段第一街	"FAIRVIEW PARK SECTION H	 1ST STREET"	YL
錦綉花園H段第二街	"FAIRVIEW PARK SECTION H	 2ND STREET"	YL
錦綉花園H段第三街	"FAIRVIEW PARK SECTION H	 3RD STREET"	YL
錦綉花園I段第一街	"FAIRVIEW PARK SECTION I	 1ST STREET"	YL
錦綉花園I段第二街	"FAIRVIEW PARK SECTION I	 2ND STREET"	YL
錦綉花園I段第三街	"FAIRVIEW PARK SECTION I	 3RD STREET"	YL
錦綉花園I段第五街	"FAIRVIEW PARK SECTION I	 5TH STREET"	YL
錦綉花園I段第四街	"FAIRVIEW PARK SECTION I	 4TH STREET"	YL
錦綉花園J段第一街	"FAIRVIEW PARK SECTION J	 1ST STREET"	YL
錦綉花園J段第二街	"FAIRVIEW PARK SECTION J	 2ND STREET"	YL
錦綉花園J段第三街	"FAIRVIEW PARK SECTION J	 3RD STREET"	YL
錦綉花園J段第五街	"FAIRVIEW PARK SECTION J	 5TH STREET"	YL
錦綉花園J段第四街	"FAIRVIEW PARK SECTION J	 4TH STREET"	YL
錦綉花園K段第一街	"FAIRVIEW PARK SECTION K	 1ST STREET"	YL
錦綉花園K段第二街	"FAIRVIEW PARK SECTION K	 2ND STREET"	YL
錦綉花園K段第三街	"FAIRVIEW PARK SECTION K	 3RD STREET"	YL
錦綉花園K段第五街	"FAIRVIEW PARK SECTION K	 5TH STREET"	YL
錦綉花園K段第四街	"FAIRVIEW PARK SECTION K	 4TH STREET"	YL
錦綉花園L段第一街	"FAIRVIEW PARK SECTION L	 1ST STREET"	YL
錦綉花園L段第二街	"FAIRVIEW PARK SECTION L	 2ND STREET"	YL
錦綉花園L段第三街	"FAIRVIEW PARK SECTION L	 3RD STREET"	YL
錦綉花園L段第五街	"FAIRVIEW PARK SECTION L	 5TH STREET"	YL
錦綉花園L段第四街	"FAIRVIEW PARK SECTION L	 4TH STREET"	YL
錦綉花園M段第一街	"FAIRVIEW PARK SECTION M	 1ST STREET"	YL
錦綉花園M段第二街	"FAIRVIEW PARK SECTION M	 2ND STREET"	YL
錦綉花園M段第三街	"FAIRVIEW PARK SECTION M	 3RD STREET"	YL
錦綉花園M段第五街	"FAIRVIEW PARK SECTION M	 5TH STREET"	YL
錦綉花園M段第六街	"FAIRVIEW PARK SECTION M	 6TH STREET"	YL
錦綉花園M段第四街	"FAIRVIEW PARK SECTION M	 4TH STREET"	YL
錦綉花園大道	FAIRVIEW PARK BOULEVARD	YL
錦綉花園河北第一街	FAIRVIEW PARK 1ST STREET RIVER NORTH	YL
錦綉花園河北第七街	FAIRVIEW PARK 7TH STREET RIVER NORTH	YL
錦綉花園河北第九街	FAIRVIEW PARK 9TH STREET RIVER NORTH	YL
錦綉花園河北第二街	FAIRVIEW PARK 2ND STREET RIVER NORTH	YL
錦綉花園河北第八街	FAIRVIEW PARK 8TH STREET RIVER NORTH	YL
錦綉花園河北第十一街	FAIRVIEW PARK 11TH STREET RIVER NORTH	YL
錦綉花園河北第十二街	FAIRVIEW PARK 12TH STREET RIVER NORTH	YL
錦綉花園河北第十街	FAIRVIEW PARK 10TH STREET RIVER NORTH	YL
錦綉花園河北第三街	FAIRVIEW PARK 3RD STREET RIVER NORTH	YL
錦綉花園河北第五街	FAIRVIEW PARK 5TH STREET RIVER NORTH	YL
錦綉花園河北第六街	FAIRVIEW PARK 6TH STREET RIVER NORTH	YL
錦綉花園河北第四街	FAIRVIEW PARK 4TH STREET RIVER NORTH	YL
錦榮街	KAM WING STREET	WTS
錦慶路	KAM HING ROAD	YL
錦儒路	KAM YU ROAD	TP
錦壆路	KAM POK ROAD	YL
錦壆路西	KAM POK ROAD WEST	YL
錦壆路東	KAM POK ROAD EAST	YL
錫降圍路	SIK KONG WAI ROAD	YL
鍋爐路西段	BOILER ROAD WEST	TM
鍋爐路東段	BOILER ROAD EAST	TM
霎西街	SHARP STREET WEST	WC
霎東街	SHARP STREET EAST	WC
靜安街	TSING ON STREET	WTS
靜修里	CHING SAU LANE	S
鴨巴甸街	ABERDEEN STREET	C&amp;W
鴨脷洲大街	"MAIN STREET	 AP LEI CHAU"	S
鴨脷洲徑	AP LEI CHAU DRIVE	S
鴨脷洲海旁道	AP LEI CHAU PRAYA ROAD	S
鴨脷洲橋道	AP LEI CHAU BRIDGE ROAD	S
鴨寮街	APLIU STREET	SSP
駱克道	LOCKHART ROAD	WC
盧吉道	LUGARD ROAD	C&amp;W
盧押道	LUARD ROAD	WC
諾士佛臺	KNUTSFORD TERRACE	YTM
諾森伯倫路	NORTHUMBERLAND AVENUE	YL
糖水道	TONG SHUI ROAD	E
糖街	SUGAR STREET	WC
糖廠街	TONG CHONG STREET	E
都爹利街	DUDDELL STREET	C&amp;W
都會道	METROPOLIS DRIVE	YTM
優景里	YAU KING LANE	TP
彌敦道	NATHAN ROAD	YTM
戲院里	THEATRE LANE	C&amp;W
戲院街	HEI YUEN STREET	TP
戴亞街	DYER AVENUE	KC
擊壤路	KIK YEUNG ROAD	YL
擴業街	KWONG YIP STREET	YL
濕地公園路	WETLAND PARK ROAD	YL
濱海街	PAN HOI STREET	E
爵祿街	TSEUK LUK STREET	WTS
環山路	WAN SHAN ROAD	TM
環安街	WAN ON STREET	KC
環角徑	CAPE DRIVE	S
環角道	CAPE ROAD	S
環保大道	WAN PO ROAD	SK
環迴北路	CAMPUS CIRCUIT NORTH	ST-TP
環迴西路	CAMPUS CIRCUIT WEST	ST
環迴東路	CAMPUS CIRCUIT EAST	ST
環海街	WAN HOI STREET	KC
環球里	WORLD WIDE LANE	C&amp;W
環湖徑	LAKESIDE PATH	YL
環發街	WAN FAT STREET	KC
環達街	WAN TAT STREET	KC
環翠里	WAN TSUI LANE	E
環翠道	WAN TSUI ROAD	E
環鳳街	WAN FUNG STREET	WTS
環澳路	WAN O ROAD	SK
環樂街	WAN LOK STREET	KC
環興街	WAN HING STREET	KC
瞭望里	LOOKOUT LINK	TP
穗禾路	SUI WO ROAD	ST
穗豐里	SUI FUNG LANE	ST
繁華街	FAN WA STREET	KT
舊山頂道	OLD PEAK ROAD	C&amp;W
舊金山徑	SAN FRANCISCO PATH	KC
舊墟直街	KAU HUI CHIK STREET	TP
謝斐道	JAFFE ROAD	WC
駿才街	CHUN CHOI STREET	SK
駿日街	CHUN YAT STREET	SK
駿光街	CHUN KWONG STREET	SK
駿宏街	CHUN WANG STREET	SK
駿坪路	CHUN PING ROAD	Is
駿昇街	CHUN SING STREET	SK
駿昌街	CHUN CHEONG STREET	SK
駿明路	CHUN MING ROAD	Is
駿盈街	CHUN YING STREET	SK
駿景路	TSUN KING ROAD	ST
駿發街	TSUN FAT STREET	KC
駿裕路	CHUN YUE ROAD	Is
駿運北路	CHUN WAN ROAD NORTH	Is
駿運南路	CHUN WAN ROAD SOUTH	Is
駿運路	CHUN WAN ROAD	Is
駿運路交匯處	CHUN WAN ROAD INTERCHANGE	Is
駿業里	TSUN YIP LANE	KT
駿業街	TSUN YIP STREET	KT
駿群路	CHUN KWAN ROAD	Is
鴻光街	HUNG KWONG STREET	KC
鴻運街	HUNG WAN STREET	KC
鴻業街	HUNG YIP STREET	KT
鴻福街	HUNG FOOK STREET	KC
鴻圖道	HUNG TO ROAD	KT
鴻興道	HUNG HING ROAD	WC
鴻興道天橋	HUNG HING ROAD FLYOVER	WC
藍田街	LAM TIN STREET	K&amp;T
藍地大街	LAM TEI MAIN STREET	TM
藍地交匯處	LAM TEI INTERCHANGE	TM
藍塘道	BLUE POOL ROAD	WC
藍鐘路	LAM CHUNG AVENUE	WTS
勵業街	LAI YIP STREET	KT
勵德邨道	LAI TAK TSUEN ROAD	WC
勵德街	KNIGHT STREET	KC
聯仁街	LUEN YAN STREET	TW
聯合院道	UNITED CRESCENT	ST
聯合道	JUNCTION ROAD	KC-WTS
聯合路	UNITED ROAD	ST
聯安街	LUEN ON STREET	N
聯安街	LUEN ON STREET	KT
聯和道	LUEN WO ROAD	N
聯昌街	LUEN CHEONG STREET	N
聯泰街	LUEN TAI STREET	TM
聯益街	LUEN YICK STREET	N
聯康里	LUEN HONG LANE	TM
聯捷街	LUEN CHIT STREET	N
聯接街	JOINT STREET	K&amp;T
聯盛街	LUEN SHING STREET	N
聯富街	LUEN FU STREET	N
聯發街	LUEN FAT STREET	N
聯發街	LUN FAT STREET	WC
聯運街	LUEN WAN STREET	YTM
聯福道	RENFREW ROAD	KC
聯興街	LUEN HING STREET	N
聯興街	LUN HING STREET	WC
嶺光街	LING KWONG STREET	SK
龍仔村路	LUNG TSAI TSUEN ROAD	Is
龍田街	LUNG TIN STREET	Is
龍合街	LUNG HOP STREET	WC
龍如路	LUNG YUE ROAD	TW
龍池徑	LUNG CHI PATH	WTS
龍尾村路	LUNG MEI TSUEN ROAD	SK
龍和道	LUNG WO ROAD	C&amp;W-WC
龍坪道	LUNG PING ROAD	SSP
龍欣道	LUNG YAN ROAD	ST-SSP
龍門路	LUNG MUN ROAD	TM
龍柏徑	CYPRESS DRIVE	N
龍柏街	LUNG PAK STREET	ST
龍涎道	LUNG YIN ROAD	WTS
龍峻路	LUNG CHUN ROAD	N
龍悅道	LUNG YUET ROAD	SSP
龍珠街	LUNG CHU STREET	SSP
龍華街	LUNG WAH STREET	C&amp;W
龍馬路	LUNG MA ROAD	N
龍崗道	LUNG KONG ROAD	KC
龍康街	LUNG HONG STREET	TM
龍盛街	LUNG SHING STREET	Is
龍富路	LUNG FU ROAD	TM
龍景街	LUNG KING STREET	WC
龍琛里	LUNG SUM LANE	N
龍琛路	LUNG SUM AVENUE	N
龍發街	LUNG FAT STREET	TM
龍翔道	LUNG CHEUNG ROAD	KT-WTS-KC-SSP
龍運街	LUNG WAN STREET	N
龍匯道	LUNG WUI ROAD	C&amp;W-WC
龍鼓灘路	LUNG KWU TAN ROAD	TM
龍圖街	LUNG TO STREET	KC
龍鳳街	LUNG FUNG STREET	WTS
龍德街	LUNG TAK STREET	TW
龍蝦灣路	LUNG HA WAN ROAD	SK
龍輝街	LUNG FAI STREET	TM
龍駒道	LUNG KUI ROAD	SSP
龍澤路	LUNG CHAK ROAD	TM
龍蟠街	LUNG POON STREET	WTS
龍耀街	LUNG YIU STREET	TM
龍騰路	LUNG TANG ROAD	TW
臨利街	LAM LEE STREET	KT
臨華街	LAM WAH STREET	KT
臨福街	LAM FOOK STREET	KT
臨樂街	LAM LOK STREET	KT
臨澤街	LAM CHAK STREET	KT
臨興街	LAM HING STREET	KT
臨豐街	LAM FUNG STREET	KT
彝倫街	YI LUN STREET	WTS
擺花街	LYNDHURST TERRACE	C&amp;W
檳榔灣路	PAN LONG WAN ROAD	SK
瀑布灣道	WATERFALL BAY ROAD	S
璧如徑	BIJOU DRIVE	Is
璧峰路	PIK FUNG ROAD	N
瓊山里	KENG SHAN LANE	E
瓊東街	KING TUNG STREET	WTS
瓊林街	KING LAM STREET	SSP
瓊園路	KING YUEN ROAD	YL
聶歌信山道	MOUNT NICHOLSON ROAD	WC
蟠龍道	BROOM ROAD	WC
蟬聯街	SHIM LUEN STREET	KC
豐石街	FUNG SHEK STREET	ST
豐禾里	FUNG WO LANE	ST
豐安街	FUNG ON STREET	TM
豐竹路	FUNG CHUK ROAD	YL
豐年路	FUNG NIN ROAD	YL
豐物道	FUNG MAT ROAD	C&amp;W
豐華街	FUNG WAH STREET	WTS
豐盛街	FUNG SHING STREET	WTS
豐裕路	FUNG YU ROAD	YL
豐運路	FUNG WAN ROAD	TP
豐順街	FUNG SHUN STREET	ST
豐業街	FUNG YIP STREET	E
豐樂里	FUNG LOK LANE	YL
邊寧頓街	PENNINGTON STREET	WC
醫局西街	YEE KUK WEST STREET	SSP
醫局街	YEE KUK STREET	SSP
醫院徑	HOSPITAL PATH	C&amp;W
醫院道	HOSPITAL ROAD	C&amp;W
雙喜街	SHEUNG HEI STREET	WTS
雙鳳街	SHEUNG FUNG STREET	WTS
雞伯嶺路	KAI PAK LING ROAD	YL
鯉魚門徑	LEI YUE MUN PATH	KT
鯉魚門海傍道	LEI YUE MUN PRAYA ROAD	KT
鯉魚門海傍道中	LEI YUE MUN HOI PONG ROAD CENTRAL	KT
鯉魚門海傍道東	LEI YUE MUN HOI PONG ROAD EAST	KT
鯉魚門道	LEI YUE MUN ROAD	KT
鯉景道	LEI KING ROAD	E
禮仁里	LAI YAN LANE	ST
禮芳街	LAI FONG STREET	K&amp;T
禮頓里	LEIGHTON LANE	WC
禮頓道	LEIGHTON ROAD	WC
禮賢里	LAI YIN LANE	WC
禮賢街	LAI YIN STREET	WC
禮樂街	LAI NGOK STREET	SK
懷仁街	WAI YAN STREET	TP
懷善街	WAI SHIN STREET	TP
懷惠道	WAI WAI ROAD	SSP
懷義街	WAI YI STREET	TP
懷德里	WAI TAK LANE	C&amp;W
攀桂里	PAN KWAI LANE	C&amp;W
瀝源街	LEK YUEN STREET	ST
蘅安徑	CAPELAND DRIVE	Is
蘅欣徑	CAPERIDGE DRIVE	Is
蘅暉徑	CAPEVALE DRIVE	Is
蘇杭街	JERVOIS STREET	C&amp;W
蘇黎世大道	ZURICH AVENUE	N
譚公道	TAM KUNG ROAD	KC
譚公廟道	TAM KUNG TEMPLE ROAD	E
譚臣道	THOMSON ROAD	WC
譚里	TAM LANE	C&amp;W
警校道	POLICE SCHOOL ROAD	S
警署徑	POLICE STATION PATH	Is
贊善里	CHANCERY LANE	C&amp;W
贊端路	TSAN TUEN ROAD	Is
躉場路	TAN CHEUNG ROAD	SK
關門口街	KWAN MUN HAU STREET	TW
鵬程街	PANG CHING STREET	KC
麒青街	KEI TSING STREET	TM
麒麟徑	KEI LUN PATH	TM
麒麟圍１巷	1ST LANE KEI LUN WAI	TM
麒麟圍２巷	2ND LANE KEI LUN WAI	TM
麒麟圍３巷	3RD LANE KEI LUN WAI	TM
麒麟圍４巷	4TH LANE KEI LUN WAI	TM
麒麟圍５巷	5TH LANE KEI LUN WAI	TM
羅便臣道	ROBINSON ROAD	C&amp;W
羅素街	RUSSELL STREET	WC
羅富國徑	NORTHCOTE CLOSE	S
羅湖道	LO WU STATION ROAD	N
羅福道	NORFOLK ROAD	KC
麗禾里	LAI WO LANE	ST
麗志路	LAI CHI ROAD	TW
麗坪路	LAI PING ROAD	ST
麗祖路	LAI CHO ROAD	K&amp;T
麗海堤岸路	SEAVIEW PROMENADE	S
麗華街	LAI WA STREET	KC
麗梨花街	LAI LEI FA STREET	K&amp;T
麗景道	BELLEVIEW DRIVE	S
麗港東街	EAST LAGUNA STREET	KT
麗港南街	SOUTH LAGUNA STREET	KT
麗港街	LAGUNA STREET	KT
麗翔道	LAI CHEUNG ROAD	YTM
麗順路	LAI SHUN ROAD	TW
麗瑤街	LAI YIU STREET	K&amp;T
麗翠徑	LAI CHUI PATH	KT
麗濱徑	LAI PAN PATH	Is
寶文街	PO MAN STREET	E
寶石徑	SAPPHIRE PATH	SK
寶石湖路	PO SHEK WU ROAD	N
寶邑路	PO YAP ROAD	SK
寶其利街	BULKELEY STREET	KC
寶坪街	PO PENG STREET	Is
寶昂路	PO NGONG DRIVE	Is
寶來街	PO LOI STREET	KC
寶城街	PO SHING STREET	ST
寶珊道	PO SHAN ROAD	C&amp;W
寶峰徑	PARKVALE DRIVE	Is
寶珮街	PO PUI STREET	KT
寶華街	PO WA STREET	C&amp;W
寶馬山道	BRAEMAR HILL ROAD	E
寶域路	BERWICK ROAD	YL
寶康路	PO HONG ROAD	SK
寶鄉坊	PO HEUNG SQUARE	TP
寶鄉里	PO HEUNG LANE	TP
寶鄉街	PO HEUNG STREET	TP
寶鄉橋	PO HEUNG BRIDGE	TP
寶勒巷	PRAT AVENUE	YTM
寶梨街	PO LEI STREET	K&amp;T
寶湖里	PO WU LANE	TP
寶湖道	PLOVER COVE ROAD	TP
寶琳北路	PO LAM ROAD NORTH	SK
寶琳里	PO LAM LANE	SK
寶琳南路	PO LAM ROAD SOUTH	SK
寶琳路	PO LAM ROAD	SK-KT
寶運路	PO WAN ROAD	N
寶雅路	PO NGA ROAD	TP
