aaaa   日照時間
mzhmy  正反兩方
mzhmym 正反兩方面
mzjdy  正字標記
mzjf   一些資料
mzjoh  正直無私
mzjvv  正宮娘娘
mzkdda 政權機關
mzkddd 政權機構
mzkebh 政治體制
mzkedh 政治權利
mzkedk 政治權力
mzkedm 政治地理
mzkedo 政治地位
mzkeeh 政治活動
mzkegk 政治勢力
mzkehi 政治制度
mzkehr 政治委員
mzkejo 政治事件
mzkejy 政治協商
mzkeka 政治力量
mzkeku 政治大學
mzkelb 政治鬥爭
mzkemo 政治工作
mzkend 政治危機
mzkeog 政治舞臺
mzkeoh 政治人物
mzkeon 政治任務
mzkeor 政治作戰
mzkeoz 政治領導
mzkeqe 政治生涯
mzkeqh 政治素質
mzkeqo 政治責任
mzkery 政治民主
mzkesg 政治局勢
mzkesm 政治局面
mzkest 政治改革
mzkeuf 政治學家
mzkewd 政治思想
mzkewq 政治因素
mzkexe 政治經濟
mzkexe 政治經濟學
mzkeyh 政治方向
mzkezt 政治避難
mzkfa  正大光明
mzkfme 政黨政治
mzkhhq 政策和措施
mzkhhy 政策和方案
mzkhiq 政躬康泰
mzkhqj 政策規定
mzkhsj 政策研究
mzkhyc 政策方針
mzkiba 政府部門
mzkida 政府機關
mzkidd 政府機構
mzkihm 政府與政府
mzkijr 政府官員
mzkimo 政府工作
mzkioa 政府今日
mzkiow 政府合署
mzkiow 政府合署二
mzkitb 政府首腦
mzkito 政府其他
mzkiya 政府新聞處
mzkiyo 政府文件
mzkjhr 政協委員
mzkjom 政教合一
mzkmjd 政工幹校
mzkmno 政要名人
mzknhr 政務委員
mzknhr 政務委員會
mzknss 政務司司長
mzknss 政務司司長
mzkpgz 政情報導
mzkrud 政戰學校
mzkwnq 政見發表
mzkwnq 政見發表會
mzkwoj 政界人士
mzkzoh 政通人和
mzlmp  正中下懷
mzlno  正襟危坐
mzmav  正式開始
mzmbh  一步一腳印
mzmcc  正面交鋒
mzmff  正正當當
mzmg   一步一趨
mzmh   一顰一笑
mzmiy  正式成立
mzmmj  正面攻擊
mzmnm  正三角形
mzmoh  正面人物
mzmss  正正確確
mzmwh  正面回答
mzmxx  正正經經
mzmys  正副議長
mzmz   一步一步
mzmz   一通百通
mznan  正負得負
mznjm  正弦定理
mznm   一步登天
mznmf  正不正常
mznmf  正不正當
mznwx  正弦曲線
mzoib  正氣凜然
mzoiy  正合我意
mzomi  正修工專
mzopy  正合心意
mzosn  正人君子
mzpyy  正心誠意
mzqbn  正規軍隊
mzqbn  正規部隊
mzrc   一逞獸慾
mzreqj 露水夫妻
mzrjhk 露宿街頭
mzrjhy 露宿風餐
mzrmaq 露天開採
mzrmma 露天電影
mzrmyg 露天劇場
mzro   一些單位
mzrumm 露出原形
mzrusb 露出馬腳
mzrusx 露出破綻
mzsmn  正確理解
mzsms  正碳酸鹽
mzsnz  正確引導
mzsyh  正確方向
mzsym  正確處理
mztib  正義凜然
mztjr  正義南路
mztlr  正義北路
mztrb  正義戰爭
mztwn  正義國小
mzvm   一連幾天
mzvy   一齣好戲
mzxcm  正經八百
mzxgd  正經起來
mzymn  正顏厲色
mzyvz  正是如此
mzzm   一遮之下
nadl   弓影杯蛇
nadm   不明來歷
nahakz 陽關大道
nahasn 陽明醫院
nahasu 陽明醫學
nahasu 陽明醫學院
nahawl 陽明國中
nahawn 陽明國小
nahbsk 陽具長大
nahfav 陽光明媚
nahfej 陽光法案
nahfff 陽光燦爛
nahfpa 陽光普照
nahfta 陽光普照
nahiny 陽盛陰衰
nahn   不暇顧及
nahphi 陽性反應
nahqhm 陽春白雪
nahqnz 陽奉陰違
nahqnz 陽奉陽違
naimkl 兔死狐悲
naimky 兔死狗烹
najd   不明真相
najl   不明事裡
najm   不明事理
najm   不明究理
nakk   不關痛癢
namk   不得而知
namo   不得要領
nana   不問不聞
nana   不早不晚
nana   不聞不問
nanh   不明不白
nanhh  不明飛行物
nank   不問可知
nann   不得不發
nano   不得不信
nany   不即不離
naohyt 象徵主義
naomcf 象牙針尖
naomeu 象牙海岸
naomyj 象形文字
naop   不得人心
nate   不得其法
natn   不得其解
nauayj 色即是空
naubna 色彩鮮明
naubnu 色彩鮮艷
naubpm 色膽包天
naubum 色彩艷麗
naubxx 色彩繽紛
naudde 色楞格河
nauena 色澤鮮明
naumot 色厲內荏
naunzo 色不迷人
nauphc 色情行業
naupma 色情電影
naupnc 色情小說
naupyh 色情讀物
naupyy 色情雜誌
navaiz 限時專送
navaoi 限量供應
navaqy 限量生產
navcdo 限交本人
navm   不得好死
nazm   不時之需
nazy   不易之論
nbchmz 負重致遠
nbckd  角谷猜想
nbcmav 負面影響
nbcnam 負負得正
nbcnmq 負隅頑抗
nbcnnq 負不負責任
nbcoww 負債累累
nbcqag 負擔得起
nbcqbg 負責同志
nbcqyq 負手就擒
nbcqzh 負擔過重
nbctif 負薪救火
nbctyw 負荊請罪
nbcyqo 負上責任
nbde   不同想法
nbdh   不勝枚舉
nbdo   不同地位
nbds   不同地區
nbeg   不服水土
nbek   不勝酒力
nbfg   不勝榮幸
nbfldb 鷸蚌相爭
nbfm   不同類型
nbft   不辭勞苦
nbhc   不同行業
nbhd   不同印本
nbhi   不同程度
nbho   不同身份
nbhv   不同凡響
nbie   不勝感激
nbje   不同做法
nbjo   不用客氣
nbmg   不脛而走
nbmh   不同一般
nbmm   不同需要
nbmqsm 阻抗匹配
nbmr   不辭而別
nbmscz 阻礙交通
nbmw   不同政見
nbmznw 阻止不了
nbnf   不多不少
nbnt   不勝負荷
nboh   不多會兒
nbow   不勝企盼
nbpbnw 隱然可見
nbpbok 隱然作痛
nbpbti 隱然若現
nbpe   不同情況
nbph   不同性質
nbpmqt 隱惡揚善
nbpmwc 隱形眼鏡
nbpnok 隱隱作痛
nbpntt 隱隱藏藏
nbpnxx 隱隱約約
nbpvgn 隱姓埋名
nbpwno 隱瞞不住
nbpxnw 隱約可見
nbqp   不用擔心
nbrr   不勝唏噓
nbrr   不同口味
nbsbmb 勇冠三軍
nbsf   不同尋常
nbshjt 勇往直前
nbsi   不同層次
nbsjnp 勇者不懼
nbskzo 勇猛過人
nbsmtr 勇敢善戰
nbsni  不同的角度
nbsnmm 勇勇敢敢
nbsojr 勇氣十足
nbsp   不同習慣
nbsqe  不同的看法
nbssyc 勇於認錯
nbsw   不然的話
nbsyw  不同的意見
nbszi  角加速度
nbtf   不勝其煩
nbto   不勝其任
nbtq   不勝其擾
nbtw   不同觀點
nbtz   不受歡迎
nbvh   不同以往
nbwd   不同思想
nbwn   不同見解
nbwy   不孚眾望
nbyf   不辭辛勞
nbyg   不同處境
nbyn   不同主張
nbyt   不辭辛苦
nbyw   不同意見
nbzd   不敗之地
nbzy   不同之處
nbzy   不爭之論
ncakj  小題大做
ncako  小題大作
ncakz  小題大造
ncaly  小歇片刻
ncaww  小時了了
ncbn   不分勝負
ncbpp  小賭怡情
ncbrk  小腳趾頭
ncbvo  小腳女人
nccbg  小說月報
ncchf  小鎮風光
ncdee  小橋流水
ncdkb  小才大用
ncdkb  小材大用
ncdqy  小本生意
ncdxf  小本經營
ncdyd  小欖新村
nceer  小瀝源路
ncejmi 小津安二郎
ncemw  小澤辰男
ncfmm  小家碧玉
ncfno  小家子氣
ncfvq  小堂姊夫
ncgm   不分高下
nchak  小行星帶
nchff  小鬼當家
nchh   不分皂白
nchik  小兒麻痹
nchik  小兒麻痺
nchju  小興安嶺
nchkk  小兒痲痹
nchof  小戶人家
nchoo  小鳥依人
nchtx  小鬼難纏
nchykm 小兵立大功
nchz   不分彼此
nciai  小熊星座
nciep  小康水平
ncifi  小康家庭
nciqe  小康生活
ncizf  小康之家
ncjh   不分輕重
ncjj   不分軒輊
ncjjw  小寫字母
ncjnm  小考小玩
ncjok  小事化大
ncjoo  小事化無
ncjqj  小室哲哉
ncjte  小麥草汁
ncjynx 小資產階級
nckf   不分老少
nckiy  小有成就
nckkh  小老頭兒
nckn   不分老小
ncknb  小頭小臉
nckoi  小有作為
nckz   不曾有過
nclaa  小牌明星
nclma  小牌歌星
ncly   不分晝夜
ncmez  小西灣道
ncmmh  小玉西瓜
ncmmm  小巧玲瓏
ncmnd  小型飛機
ncmrh  小兩口兒
ncmrn  小兩口子
ncmwk  小巫見大
ncmwkm 小巫見大巫
ncmxm  小亞細亞
ncmyh  小玩意兒
ncnk   不說不知
ncnnp  小不小心
ncnnu  小孩子們
ncnos  小隊人馬
ncnrkn 小魚吃大魚
ncnsb  小不忍則
ncnwh  小不點兒
ncoag  小人得志
nconq  小偷小摸
ncozc  小人之交
ncpeo  小心對付
ncpio  小心應付
ncpph  小心慢行
ncpsp  小心緊慎
ncpss  小心翼翼
ncpym  小心處理
ncpyp  小心謹慎
ncqki  小生有禮
ncqmf  小提琴家
ncqmq  小提琴手
ncqnl  小打小鬧
ncqoh  小春作物
ncqqk  小拇指頭
ncqv   不分先後
ncqvq  小表姊夫
ncqx   不分青紅
ncqyj  小生產者
ncrbyv 小別勝新婚
ncrrq  小喇叭手
ncth   不分首從
ncthe  小黃瓜泥
nctxe  小農經濟
ncubu  小學同學
ncujh  小學教師
ncumm  小凱瑟琳
ncuwc  小學畢業
ncvky  小姑獨處
ncwhm  小田和正
ncwjr  小國寡民
ncwly  小睡片刻
ncwnj  小恩小惠
ncwti  小羅斯福
ncwv   不分男女
ncwyo  小眾文化
ncxhm  小組第一
ncxhr  小組委員
ncxhro 小組委員會
ncxoy  小組會議
ncxyy  小組討論
ncym   不分上下
ncyrq  小商品生
ncyrqy 小商品生產
ncyrx  小商品經
ncyrxe 小商品經濟
nczeh  小道消息
nczow  小步舞曲
ndaa   不相聞問
ndhd   不相往來
ndhz   不相往還
ndjbk  子宮肌瘤
ndjfk  子資料夾
ndjmk  子宮頸癌
ndjnn  子宮外孕
ndjob  子宮內膜
ndjtf  子囊菌類
ndknnh 孜孜不息
ndknno 孜孜不倦
ndnef  子孫滿堂
ndnnn  子子孫孫
ndno   不朽名作
ndoo   不相伯仲
ndqqo  子爵夫人
ndrym  子曰詩云
ndsnd  子的陰核
ndthmc 孟德爾頌
ndthmd 孟德爾松
ndthtk 孟德斯鳩
ndtoxj 孟什維克
ndtsqe 孟加拉灣
ndtsqw 孟加拉國
ndtwmz 孟母三遷
ndufas 孔雀開屏
ndufdj 孔雀東南
ndufdj 孔雀東南飛
ndukqn 孔老夫子
ndumkk 孔武有力
ndumyh 孔融讓梨
ndunuo 孔孟學會
ndunzi 孔鯉過庭
ndunzz 孔孟之道
ndyhk  子虛烏有
ndym   不相上下
ndzi   不相適應
neaeo  及早準備
neah   不咎既往
neahv  及時行樂
neavk  及時努力
neazk  及時通知
necmy  及鋒而試
necn   不法分子
nedzx  及格邊緣
nefo   不減當年
nehhy  及物動詞
nehi   不法行為
nehm   不測風雲
nehmo  及瓜而代
nehr   不漲反跌
neio   不染塵俗
nejh   不滅定律
nekie  及大廟灣
nemhii 隆重慶祝
nemhqu 隆重推出
nemi   不染一塵
nemm   不治而死
nend   不清不楚
nenh   不清不白
nennd  及不及格
nent   不澀不苦
neon   不法份子
neow   不法集團
nepf   不法勾當
neqddi 降格相求
neqdvi 降格以求
neqgmh 降志辱身
neqoid 降低成本
neqoio 降價求售
neqouo 降價出售
neqpdh 降心相從
neqyoy 降龍伏虎
neqyti 降旗典禮
netyhn 盈虧自負
nezh   不法之徒
nezk   不治之症
nezw   不測之罪
nfaa   不少問題
nfbem  魚目混珠
nfdy   不少地方
nfecl  魚游釜中
nfecw  魚涌公園
nfedz  魚水相逢
nfemd  魚沈雁杳
nfezt  魚水之歡
nffzv  魚米之鄉
nfhif  魚與熊掌
nfhtn  魚香茄子
nfmh   不勞而穫
nfmhz  魚雁往返
nfmk   不勞而獲
nfne   不煙不酒
nfnfob 粥少僧多
nfnn   不肖子孫
nfnwb  魚鱗圖冊
nfoj   不省人事
nfomv  魚肉百姓
nfoor  魚肉人民
nfovr  魚肉鄉民
nfovw  魚肉鄉里
nfqidp 鱗次櫛比
nfszh  魚鹽之利
nfuhcc 觥籌交錯
nfwf   不少國家
nfwmo  魚貫而入
nfyah  魚龍曼衍
nfyey  魚龍混雜
nfzh   不肖之徒
nfzy   不當之處
nggbbj 陸軍軍官
nggbjd 陸軍官校
nggbsn 陸軍醫院
nggbxb 陸軍總部
nggbxs 陸軍總司令
nggejb 陸海空軍
nggejm 陸海空三軍
nggekr 陸海大戰
nggeky 陸海大餐
nggjkr 陸空大戰
nggnxx 陸陸續續
nggqhh 陸生動物
nglz   不幸中之
ngmj   不堪一擊
ngmm   不再需要
ngno   不高不低
ngno   不高不矮
ngnv   不聲不響
ngob   不堪入目
ngos   不堪入耳
ngow   不堪入眼
ngpc   不喜性交
ngul   不再出版
ngwt   不堪回首
ngyd   不堪設想
ngyl   不幸言中
ngzbhg 陡然升高
ngzg   不走過場
ngzy   不到之處
ngzy   不堪造就
nhad   不失時機
nhak   不自量力
nham   不動明王
nhdbdv 柔腸寸斷
nhdijb 柔能克剛
nhdjbq 柔軟體操
nhdlkb 柔中帶剛
nhdnhh 柔柔和和
nhdnll 柔柔順順
nhdnng 柔弱不堪
nhdpjy 柔情蜜意
nhdpoe 柔情似水
nhdpth 柔情萬種
nheyb  免洗餐具
nhfj   不循常軌
nhfnhe 孫子兵法
nhfyuc 孫文學說
nhgn   不動聲色
nhhi   不管怎麼
nhhn   不升反降
nhhp   不徇私情
nhht   不管怎樣
nhhyi  免稅商店
nhid   不失良機
nhjj   不愁寂寞
nhkhe  免疫血清
nhkhx  免疫系統
nhkik  免疫能力
nhkk   不復存在
nhkmi  免疫功能
nhks   不顧大局
nhlmj  免費下載
nhmb   不告而辭
nhmj   不管三七
nhmog  免票入場
nhmp   不顧一切
nhmr   不告而別
nhnh   不稂不秀
nhnt   不稂不莠
nhny   不卑不亢
nhnys  不卑不亢的
nhobeo 孤軍深入
nhobkl 孤軍奮鬥
nhobor 孤軍作戰
nhoc   不等價交
nhocq  不等價交換
nhod   不留餘地
nhoemq 孤注一擲
nhofjo 孤家寡人
nhoftr 孤掌難鳴
nhoghy 孤高自許
nhohjv 孤兒寡婦
nhohmo 孤身一人
nhoi   不算什麼
nhoi   不管什麼
nhojko 孤寡老人
nhom   不從人願
nhomwh 孤魂野鬼
nhomwj 孤雲野鶴
nhonee 孤孤淒淒
nhonja 孤陋寡聞
nhonkk 孤孤獨獨
nhonmm 孤孤零零
nhonrr 孤孤單單
nhonzp 孤危迫切
nhooip 孤僻成性
nhooos 孤伶伶的
nhorrs 孤單單的
nhostn 孤臣孽子
nhothf 孤芳自賞
nhotmm 孤苦零丁
nhotom 孤苦伶丁
nhotoo 孤苦伶仃
nhowjv 孤男寡女
nhoyoq 孤立無援
nhoyyt 孤立主義
nhpm   不留情面
nhto   不乏其人
nhto   不乏其例
nhvw   不顧後果
nhwq   不利因素
nhwy   不失眾望
nhxl   弓肩縮背
nhyc   不動產業
nhyy   不管是誰
nhzb   不白之冤
nhzd   不毛之地
niaa   不成問題
niah   不能明白
niah   不能開啟
niav   不良影響
niaz   不求聞達
nibx   不成體統
niby   不能同意
nici   不能兌現
nicrhf 夤吃卯糧
nicy   不能說是
nido   不能想像
nier   不能滿足
nifo   不良少年
nigh   不能執行
nihf   不能射精
nihg   不感興趣
nihh   不為所動
nihheo 矛盾激化
nihhhh 矛盾重重
nihhmu 矛盾百出
nihi   不良反應
nihn   不能動彈
niho   不良風氣
nihq   不能自拔
nihs   不能自己
nihs   不能自已
nihv   不為牛後
niidme 強權政治
niidwf 強權國家
niihco 強積金條例
niihgh 強制執行
niihqh 強制手段
niihxm 強行統一
niihyc 強制處分
niihzo 強行進入
niihzz 強行通過
niiiat 強盛時期
niiidn 強度極限
niiigd 強盛起來
niikmo 強力攻佔
niimhh 強烈颱風
niimkk 強勁有力
niimkk 強而有力
niimkm 強而有勁
niin   不良現象
niioht 強人所難
niiomd 強人政權
niioqy 強化措施
niisii 強硬態度
niisqh 強硬手段
niisqy 強硬措施
niisso 強加於人
niitzd 強擎之末
niivgd 強壯起來
niivkk 強壯有力
niivqm 強將手下
niivzd 強弩之末
niiykm 強詞奪理
niiymo 強敵環伺
niiyth 強顏歡笑
niizmy 強還原劑
nijg   不能做到
nijg   不能勃起
nijg   不能容赦
niji   不能實現
nijs   不能容忍
nikm   不求有功
nimj   不能下載
nimo   不為瓦全
ning   不冷不熱
ninh   不求名利
ninmc  夕陽工業
ninmm  夕陽西下
ninoa  夕陽餘暉
niob   不敷使用
nioh   不良傾向
niok   不為人知
nion   不良份子
nioo   不成氣候
nioz   不能人道
nipo   不成比例
nipq   不能平靜
niqb   不能接受
niqfo  不良青少年
niraah 名門閨秀
niraln 名聞中外
niraly 名門貴族
nirapf 名門世家
nirasp 名聞於世
nirazz 名聞遐邇
nirbjr 名勝古蹟
nirbob 名目繁多
niremm 名滿天下
nirgzq 名聲遠播
nirhjj 名譽博士
nirhnd 名垂不朽
nirhos 名譽會長
nirhov 名利雙收
nirhqd 名譽掃地
nirhql 名垂青史
nirhtj 名符其實
nirhug 名師出高徒
nirhyi 名譽主席
nirihy 名成利就
nirjkn 名額有限
nirjso 名古屋人
nirkjy 名存實亡
nirmdt 名列榜首
nirmhm 名列第一
nirmtj 名副其實
nirmtt 名列前茅
nirmyl 名正言順
nirnhj 名不符實
nirnmj 名不副實
nirnwx 名不見經傳
nirnyo 名不虛傳
nirqwe 名揚四海
nirrma 名噪一時
nirtky 名花有主
nirtmj 名義工資
nirtnu 名落孫山
nirukl 名山大川
nirvto 名如其人
nirwny 名男子襲擊
niryma 名譟一時
nirztj 名過其實
nisb   不能忍受
nish   不良於行
nisj   不能確定
niso   不能取代
nisp   不良習慣
nist   不為己甚
nitn   不求甚解
nity   不成敬意
nivw   不良後果
niwn   不能了解
niwn   不能瞭解
niye   不成文法
niyj   不能証實
niyo   不能言傳
niyq   不成文規
niyqj  不成文規定
niyx   不能上網
niyz   不求上進
nizb   不良導體
nizg   不能達到
nizh   不祥之物
nizl   不祥之兆
nizo   不惑之年
njah   不究既往
njby   不定冠詞
njca   不宜公開
njcc   不容分說
njdc   不安本分
njis   不克參加
njjik  陣容龐大
njjsn  陣容堅強
njkh   不容有失
njkm   不孝有三
njmp   不寒而慄
njmp   不寒而憟
njmr   不宣而戰
njmy   不容否認
njmy   不教而誅
njne   不乾不淨
njne   不幹不淨
njnh   不輕不重
njno   不真不假
njob   不守信用
njod   不支倒地
njow   不軌企圖
njoxy  不完全統計
njpi   不容忽視
njpr   不幹也吧
njqy   不事生產
njsj   不做的事
njsj   不安於室
njso   不安於位
njso   不寄的信
njvz   不守婦道
njwp   不容置疑
njwr   不容置喙
njwy   不容置辯
njyol  陣亡人數
njyvj  陣亡將士
nkcd   不知分寸
nkcnh  又哭又笑
nkdb   不大相同
nkdnw  又來又回
nked   不大清楚
nkfjhm 煞車失靈
nkfjnm 煞車不靈
nkfkoj 煞有介事
nkfktj 煞有其事
nkfl   不在少數
nkflpd 煞費心機
nkfltp 煞費苦心
nkfry  又當別論
nkfyvq 煞是好看
nkgh   不大高興
nkgh   不知去向
nkha   不知自量
nkhe   不在香港
nkhj   不知利害
nkhm   不知所云
nkhnm  又甜又酸
nkho   不知自愛
nkhq   不知所措
nkhr   不知所蹤
nkhs   不知怎的
nkhv   不知凡幾
nkhv   不知所以
nkhx   不知所終
nkhy   不知所謂
nkim   不知能否
nkink  不知為不知
nkio   不知為何
nkis   不知廉恥
nkjh   不知輕重
nkjm   不知究理
nkjow  不知者無罪
nkkk   不知痛癢
nkko   不獨有偶
nklh   不大順利
nkme   不知死活
nkmy   不大願意
nknh   不疾不徐
nkni   不大可能
nknj   不夷不惠
nknk   不痛不癢
nknm   不知可否
nknmo  又弱一個
nknn   不大不小
nknu   不知不覺
nknua  不知不覺間
nkon   不知何解
nkone  又飢又渴
nkory  又作別論
nkpnv  又快又好
nkqnq  又搖又擺
nkqnw  又打又罵
nksnh  又長又臭
nktng  又驚又喜
nkts   不知羞恥
nktt   不知甘苦
nkudw  又出來了
nkvd   不存幻想
nkvm   不知好歹
nkvo   不知好人
nkvo   不知如何
nkvop  不知好人心
nkvr   不太好吧
nkwm   不在話下
nkwng  又買又賣
nkww   不大了了
nkxnb  又紅又腫
nkxni  又紅又專
nkyl   不知就裡
nkynt  又上又落
nkyo   不太方便
nkys   不爽毫髮
nkzk   不知道有
nkzm   不在此列
nkzn   不在此限
nkzs   不知道耶
nkzz   不知進退
nlcc   不由分說
nldb   不盡相同
nldng  引來引去
nlebs  引咎辭職
nlehq  引咎自責
nleww  引渡回國
nlfdh  引火焚身
nlfhd  引火自焚
nlgby  引起爭議
nlgjh  引起轟動
nlhrf  引風吹火
nlhy   不由自主
nljwv  引車買漿
nlkjh  引力定律
nlkoj  引狼入室
nllue  引蛇出洞
nlmnn  引而不發
nlmys  引頸就戮
nlncga 弔銷執照
nlnhif 弔兒郎當
nlnm   不中不西
nlnrow 弔民伐罪
nloeb  引人注目
nloey  引人注意
nloob  引人入勝
nlowb  引人矚目
nlozw  引人遐思
nlozz  引入歧途
nlrgm  引吭高歌
nlrix  引足救經
nlvif  引以為榮
nlvii  引以為戒
nlvio  引以為傲
nlvis  引以為恥
nlxqt  引經據典
nlyiy  引詩為証
nlzod  引進人才
nlzqh  引進技術
nlzyo  引進設備
nmaoz  發明創造
nmayna 陌上隴間
nmbdng 隔來隔去
nmbedy 隔水相望
nmbedy 隔河相望
nmbedy 隔湖相望
nmbedy 隔溪相望
nmbhvn 隔行如隔山
nmbhzn 彌留之際
nmbmkw 彌天大罪
nmbnnj 孺子可教
nmbnnj 孺子可教也
nmbnnn 孺子不可
nmbozo 隔代遺傳
nmbtqk 隔靴搔癢
nmbutf 隔岸觀火
nmbvks 隔牆有耳
nmbykh 隔離病房
nmbymh 隔離政策
nmbyyo 隔音設備
nmdng  發來發去
nmea   不二法門
nmeyt  不干涉主義
nmgfd  發起燒來
nmgn   不露聲色
nmgrj  發聲器官
nmham  發射星雲
nmhbb  發自肺腑
nmhdoh 發動機短艙
nmhhx  發射系統
nmhim  發射成功
nmhmg  發動攻勢
nmhop  發自內心
nmhs   不攻自破
nmixk  發神經病
nmkwn  發奮圖強
nmmh   不雅刊物
nmmhx  發電系統
