ch,rank,jyutpi,tone
賧,6959,daam6,6
贉,6960,taam5,5
赬,6961,cing1,1
跆,6962,toi4,4
跏,6963,gaa1,1
踖,6964,zik1,1
踧,6965,cuk1,1
蹡,6966,coeng1,1
蹯,6967,faan4,4
躂,6968,daat3,3
躞,6969,sip3,3
軺,6970,jiu4,4
輬,6971,loeng4,4
輳,6972,cau3,3
轀,6973,wan1,1
邙,6974,mong4,4
邗,6975,hon4,4
邾,6976,zyu1,1
郗,6977,ci1,1
鄗,6978,haau1,1
鄶,6979,kui2,2
酇,6980,zaan3,3
酡,6981,to4,4
酤,6982,gu1,1
醁,6983,luk6,6
醐,6984,wu4,4
醍,6985,tai4,4
醰,6986,taam4,4
銛,6987,cim1,1
銎,6988,kung4,4
鋨,6989,ngo4,4
鋆,6990,wan4,4
錟,6991,taam4,4
鋋,6992,jin4,4
鎯,6993,long4,4
鍰,6994,waan4,4
鍠,6995,wong4,4
鏨,6996,zaam6,6
鏐,6997,lau4,4
鏷,6998,buk6,6
閌,6999,kong3,3
閼,7000,aat1,1
闃,7001,gwik1,1
闠,7002,fui2,2
阼,7003,zou6,6
陴,7004,pei4,4
隉,7005,nip6,6
隳,7006,fai1,1
隼,7007,zeon2,2
霢,7008,mak6,6
靆,7009,doi6,6
靿,7010,aau3,3
鞡,7011,laa1,1
鞨,7012,hot3,3
韆,7013,cin1,1
頇,7014,hon1,1
頫,7015,fu2,2
顑,7016,ham2,2
顥,7017,hou6,6
顰,7018,pan4,4
颭,7019,zim2,2
飥,7020,tok3,3
餖,7021,dau6,6
餭,7022,wong4,4
餱,7023,hau4,4
餮,7024,tit3,3
饐,7025,ji3,3
駰,7026,jan1,1
騂,7027,sing1,1
騧,7028,gwaa1,1
騭,7029,zat1,1
驂,7030,caam1,1
髁,7031,fo1,1
髣,7032,fong2,2
髲,7033,bei6,6
髹,7034,jau1,1
髽,7035,zaa1,1
鬁,7036,lei1,1
鬌,7037,do2,2
鬒,7038,zan2,2
鬟,7039,waan4,4
鮪,7040,fui2,2
鮸,7041,min5,5
鯢,7042,ngai4,4
鰈,7043,dip6,6
鰒,7044,fuk1,1
鰤,7045,si1,1
鱟,7046,hau6,6
鱠,7047,kui2,2
鴒,7048,ling4,4
鵂,7049,jau1,1
鵃,7050,zau1,1
鵓,7051,but6,6
鶄,7052,zing1,1
鶒,7053,cik1,1
鶘,7054,wu4,4
鶗,7055,tai4,4
鶼,7056,gim1,1
鷁,7057,jik6,6
鶱,7058,hin1,1
鷸,7059,neot6,6
鸂,7060,kai1,1
鷿,7061,pik1,1
鸏,7062,mung4,4
鸛,7063,gun3,3
鸝,7064,lei4,4
麴,7065,guk1,1
黧,7066,lai4,4
黹,7067,zi2,2
黽,7068,man5,5
鼉,7069,to4,4
鼢,7070,fan4,4
齙,7071,baau1,1
齬,7072,jyu5,5
吖,7073,aa1,1
騃,7074,ngoi4,4
偓,7075,ak1,1
詻,7076,ngaak6,6
啱,7077,ngaam1,1
巖,7078,ngaam4,4
甖,7079,aang1,1
鈎,7080,ngau1,1
Ａ,7081,ax1,1
阪,7082,baan2,2
埤,7083,pei4,4
睥,7084,pai5,5
祕,7085,bei3,3
昺,7086,bing2,2
璧,7087,bik1,1
彆,7088,bit3,3
飆,7089,biu1,1
壆,7090,bok3,3
噃,7091,bo3,3
揹,7092,bui3,3
盃,7093,bui1,1
儐,7094,ban3,3
髕,7095,ban3,3
砵,7096,but3,3
Ｂ,7097,bx1,1
凄,7098,cai1,1
偢,7099,cau1,1
甃,7100,zau3,3
唓,7101,ce1,1
輋,7102,ce4,4
婥,7103,coek3,3
鎗,7104,coeng1,1
癡,7105,ci1,1
黐,7106,ci1,1
聇,7107,jing1,1
跴,7108,coi2,2
愀,7109,ciu2,2
啋,7110,coi1,1
綵,7111,coi2,2
牀,7112,cong4,4
譟,7113,cou3,3
佺,7114,cyun4,4
恮,7115,cyun4,4
烇,7116,chyun2,2
牷,7117,cyun4,4
瑔,7118,chyun4,4
絟,7119,chyun1,1
輇,7120,cyun4,4
邨,7121,cyun1,1
駩,7122,chyun1,1
塚,7123,cung2,2
翀,7124,cung1,1
荵,7125,jan2,2
蓯,7126,cung1,1
搥,7127,ceoi4,4
鎚,7128,ceoi4,4
齣,7129,ceot1,1
Ｃ,7130,cx1,1
胝,7131,dai1,1
斗,7132,dau2,2
啲,7133,di1,1
哋,7134,dei2,2
掟,7135,deng3,3
獃,7136,ngoi4,4
瓞,7137,dit6,6
弔,7138,diu3,3
彫,7139,diu1,1
鵰,7140,diu1,1
丼,7141,zeng2,2
哚,7142,do2,2
鎩,7143,saat3,3
戙,7144,dong6,6
揼,7145,dam1,1
潡,7146,dan6,6
燉,7147,dan6,6
驐,7148,deun1,1
Ｄ,7149,dx1,1
Ｅ,7150,ex1,1
汎,7151,faan6,6
髮,7152,faat3,3
怳,7153,fong2,2
梡,7154,fun2,2
騍,7155,fo3,3
丰,7156,fung1,1
峯,7157,fung1,1
灃,7158,fung1,1
煃,7159,kwai2,2
勛,7160,fan1,1
坋,7161,ban3,3
妢,7162,fan4,4
昐,7163,fan1,1
枌,7164,fan1,1
玢,7165,ban1,1
瞓,7166,fan3,3
砏,7167,fan1,1
秎,7168,fan6,6
羒,7169,fan1,1
翂,7170,fan1,1
蒶,7171,fan4,4
蕡,7172,fan4,4
衯,7173,fan1,1
鈖,7174,fan1,1
魵,7175,fan4,4
仆,7176,buk6,6
Ｆ,7177,fx1,1
傢,7178,gaa1,1
㗎,7179,gaa2,2
价,7180,gaa3,3
鑑,7181,gaam3,3
梘,7182,gaan2,2
滘,7183,gaau3,3
跤,7184,gaau1,1
曱,7185,gaak6,6
茍,7186,gau2,2
雊,7187,gau3,3
嘅,7188,ge3,3
萁,7189,kei4,4
礓,7190,goeng1,1
薑,7191,goeng1,1
蚧,7192,gaai3,3
蒹,7193,gim1,1
喼,7194,gip1,1
蹻,7195,giu2,2
玨,7196,gok3,3
榦,7197,gon3,3
赶,7198,gon2,2
嗰,7199,go2,2
箇,7200,go3,3
轕,7201,got3,3
鴣,7202,gu1,1
啹,7203,geoi1,1
崌,7204,geoi1,1
据,7205,geoi3,3
攰,7206,gui6,6
癐,7207,gui6,6
侷,7208,guk6,6
咁,7209,gam3,3
噉,7210,gam2,2
觔,7211,gan1,1
啩,7212,gwaa3,3
嘳,7213,kwaai3,3
罣,7214,gwaa3,3
餽,7215,gwai6,6
枴,7216,gwaai2,2
炅,7217,gwai6,6
Ｇ,7218,gx1,1
恆,7219,hang4,4
枑,7220,wu6,6
蘅,7221,hang4,4
吓,7222,haak3,3
喺,7223,hai2,2
僩,7224,haan5,5
嫺,7225,haan4,4
閑,7226,haan4,4
傚,7227,haau6,6
烚,7228,saap6,6
囍,7229,hei2,2
喫,7230,hek3,3
响,7231,hoeng2,2
嚮,7232,hoeng2,2
褰,7233,hin1,1
愒,7234,kai3,3
蝎,7235,hit3,3
銲,7236,hon6,6
嗬,7237,ho2,2
昍,7238,hyun1,1
煖,7239,hyun1,1
瑄,7240,syun1,1
禢,7241,hyun1,1
綣,7242,hyun3,3
葒,7243,hung4,4
鬨,7244,hung6,6
黌,7245,hung4,4
歔,7246,heoi1,1
槲,7247,huk6,6
磡,7248,ham3,3
Ｈ,7249,hx1,1
Ｉ,7250,ix1,1
揸,7251,zaa1,1
踭,7252,zaang1,1
痄,7253,zaa3,3
砟,7254,zaa1,1
昃,7255,zak1,1
鰂,7256,zak1,1
賑,7257,zan3,3
姪,7258,zat6,6
甴,7259,gaat6,6
啫,7260,ze1,1
諮,7261,zi1,1
着,7262,zyu3,3
蓆,7263,zek6,6
隻,7264,zek3,3
凈,7265,zeng6,6
瀞,7266,jing6,6
証,7267,zing3,3
輊,7268,zi3,3
霑,7269,zim1,1
羶,7270,zin1,1
顜,7271,gong2,2
圯,7272,ji4,4
蹧,7273,zou1,1
庄,7274,zong1,1
臟,7275,zong6,6
咗,7276,zo2,2
硃,7277,zyu1,1
糉,7278,zung2,2
蕞,7279,zeoi3,3
隹,7280,zeoi1,1
燭,7281,zuk1,1
筑,7282,zuk1,1
儘,7283,zeon6,6
樽,7284,zeon1,1
Ｊ,7285,jx1,1
咔,7286,kaa1,1
骾,7287,gang2,2
梂,7288,kau4,4
逑,7289,kau4,4
釦,7290,kau3,3
咲,7291,siu3,3
殭,7292,goeng1,1
鏹,7293,koeng5,5
琼,7294,king4,4
觼,7295,kyut3,3
拑,7296,kim4,4
箝,7297,kim4,4
漷,7298,gwok3,3
确,7299,kok3,3
佢,7300,keoi5,5
冚,7301,kam2,2
孓,7302,kyut3,3
蛞,7303,fut3,3
国,7304,gwok3,3
摑,7305,gwaak3,3
梱,7306,kwan2,2
絪,7307,jan1,1
羣,7308,kwan4,4
Ｋ,7309,kx1,1
嗱,7310,naa4,4
嚟,7311,lai4,4
躧,7312,saai2,2
嘞,7313,laak3,3
欖,7314,laam5,5
躝,7315,laan1,1
鱲,7316,laap6,6
霤,7317,lau6,6
騮,7318,lau4,4
儸,7319,lo4,4
囖,7320,lo1,1
攞,7321,lo2,2
蘿,7322,lo4,4
脷,7323,lei6,6
貍,7324,lei4,4
釐,7325,lei4,4
Ｏ,7326,ling4,4
昤,7327,ling4,4
０,7328,ling4,4
壢,7329,lek6,6
歛,7330,lim5,5
塱,7331,long5,5
烺,7332,long5,5
琅,7333,long4,4
稂,7334,long4,4
蒗,7335,long6,6
𠺘,7336,long2,2
蟧,7337,lou4,4
鑪,7338,lou4,4
滷,7339,lou5,5
孌,7340,lyun5,5
臠,7341,lyun5,5
穋,7342,luk6,6
冧,7343,lam3,3
諗,7344,lam2,2
燐,7345,leon4,4
鏻,7346,leon4,4
憟,7347,suk1,1
Ｌ,7348,lx1,1
痲,7349,maa4,4
抆,7350,man5,5
玟,7351,man4,4
踎,7352,mau1,1
屘,7353,mei1,1
渼,7354,mei5,5
瑂,7355,mei4,4
黴,7356,mei4,4
酩,7357,ming5,5
汨,7358,jat6,6
衊,7359,mit6,6
魍,7360,mong5,5
嚤,7361,mo1,1
嘸,7362,fu2,2
旡,7363,gei3,3
蠓,7364,mung5,5
苜,7365,muk6,6
霂,7366,muk6,6
Ｍ,7367,mx1,1
乸,7368,naa2,2
釢,7369,naai5,5
撚,7370,nan2,2
衲,7371,naap6,6
魶,7372,naap6,6
嬲,7373,nau1,1
妳,7374,nei5,5
孃,7375,noeng4,4
枒,7376,ngaa4,4
蕥,7377,nga5,5
捱,7378,ngaai4,4
聱,7379,ngou4,4
鼇,7380,ngou4,4
甯,7381,ning4,4
暱,7382,nik1,1
嫋,7383,niu5,5
嬝,7384,niu5,5
饟,7385,hoeng2,2
糯,7386,no6,6
Ｎ,7387,nx1,1
噁,7388,ngok3,3
坷,7389,ho1,1
Ｏ,7390,ox1,1
嘭,7391,baang4,4
杷,7392,paa4,4
銆,7393,mak6,6
玭,7394,pan4,4
砲,7395,paau3,3
䠋,7396,bei2,2
迆,7397,ji4,4
帔,7398,pei3,3
枇,7399,pei4,4
呯,7400,peng4,4
埗,7401,bou6,6
乓,7402,bam1,1
徬,7403,pong4,4
卟,7404,buk1,1
Ｐ,7405,px1,1
Ｑ,7406,qx1,1
Ｒ,7407,rx1,1
唦,7408,saa1,1
甡,7409,san1,1
噻,7410,sak1,1
僝,7411,caan4,4
煠,7412,zaa3,3
蝨,7413,sat1,1
俬,7414,si1,1
偲,7415,si1,1
葹,7416,si1,1
螄,7417,si1,1
勷,7418,joeng4,4
晟,7419,sing4,4
賸,7420,sing6,6
脣,7421,seon4,4
煋,7422,sing3,3
陞,7423,sing1,1
嘥,7424,saai1,1
瘜,7425,sik1,1
螅,7426,sik1,1
簷,7427,jam4,4
搧,7428,sin3,3
癬,7429,sin2,2
綫,7430,sin3,3
渫,7431,sit3,3
篠,7432,siu2,2
蠨,7433,siu1,1
魈,7434,siu1,1
簑,7435,so1,1
猻,7436,syun1,1
嵩,7437,sung1,1
蔘,7438,sam1,1
溼,7439,sap1,1
Ｓ,7440,sx1,1
祂,7441,taa1,1
殢,7442,taai3,3
稊,7443,tai4,4
撢,7444,taam2,2
軚,7445,taai3,3
鋱,7446,tik1,1
𠻹,7447,tim1,1
铁,7448,tit3,3
覜,7449,tiu3,3
枱,7450,toi4,4
祋,7451,deoi3,3
紿,7452,doi6,6
蝳,7453,doi6,6
酨,7454,doi6,6
庹,7455,tok3,3
杝,7456,ci2,2
鮀,7457,to4,4
糰,7458,tyun4,4
柊,7459,dung1,1
桶,7460,tung2,2
茼,7461,tung4,4
氹,7462,tam5,5
Ｔ,7463,tx1,1
奀,7464,ngan1,1
甕,7465,ung3,3
噏,7466,ngap1,1
Ｕ,7467,ux1,1
Ｖ,7468,vx1,1
划,7469,waak6,6
譁,7470,waa1,1
浤,7471,wang4,4
华,7472,waa4,4
嬅,7473,wa6,6
燬,7474,wai2,2
葳,7475,wai1,1
褽,7476,wai3,3
譭,7477,wai2,2
嬛,7478,hyun1,1
鯇,7479,waan5,5
搲,7480,waa2,2
顈,7481,gwing2,2
泹,7482,daan3,3
媧,7483,wo1,1
滙,7484,wui6,6
搵,7485,wan2,2
澐,7486,wan4,4
Ｗ,7487,wx1,1
Ｘ,7488,xx1,1
跩,7489,jai6,6
炘,7490,jan1,1
祐,7491,jau6,6
鼬,7492,jau4,4
吚,7493,ji1,1
嘢,7494,je5,5
玡,7495,je4,4
琊,7496,je4,4
篛,7497,joek6,6
葯,7498,joek6,6
蒻,7499,joek6,6
鶸,7500,yeuk6,6
偯,7501,ji2,2
瀠,7502,jing4,4
燄,7503,jim6,6
豔,7504,jim6,6
醃,7505,jip3,3
黶,7506,jim2,2
嚥,7507,jin1,1
絃,7508,jin4,4
讌,7509,jin3,3
醼,7510,jin3,3
叶,7511,jip6,6
栘,7512,ji4,4
𠒇,7513,maau6,6
曜,7514,jiu6,6
愿,7515,jyun6,6
薳,7516,jyun5,5
衒,7517,jyun6,6
踊,7518,jung2,2
枘,7519,jeoi6,6
勗,7520,huk1,1
瘖,7521,jam1,1
熠,7522,jap1,1
妤,7523,jyu4,4
瘉,7524,jyu6,6
癒,7525,jyu6,6
Ｙ,7526,yx1,1
Ｚ,7527,zx1,1
边,7528,bin1,1
辺,7529,bin1,1
酖,7530,daam1,1
㩒,7531,gam6,6
冏,7532,gwing2,2
廌,7533,zi6,6
摨,7534,zi6,6
暸,7535,liu5,5
餸,7536,sung3,3
劏,7537,tong1,1
駅,7538,yik6,6
贗,7539,ngan6,6
𤓓,7540,lo3,3
万,7541,maan6,6
卍,7542,maan6,6
僄,7543,piu3,3
叁,7544,saam1,1
