rank,jyutpi,ch
6405,lung4 ,瀧 
6406,joeng4,瀼 
6407,fan3  ,瀵 
6408,ceot1 ,焌 
6409,zung2 ,熜 
6410,san1  ,燊 
6411,juk1  ,燠 
6412,jyut3 ,爇 
6413,ngaau4,爻 
6414,go1   ,牁 
6415,zong1 ,牂 
6416,nau2  ,狃 
6417,jung4 ,狨 
6418,ngan4 ,狺 
6419,sin2  ,獮 
6420,lei4  ,獼 
6421,gon1  ,玕 
6422,gaa1  ,珈 
6423,gwai1 ,珪 
6424,sau3  ,琇 
6425,ham3  ,琀 
6426,jyun6 ,瑗 
6427,wok6  ,瓠 
6428,ci1   ,瓻 
6429,kai3  ,瘈 
6430,biu1  ,瘭 
6431,hou6  ,皞 
6432,miu5  ,眇 
6433,zi6   ,眥 
6434,tai2  ,睇 
6435,wat6  ,矞 
6436,can2  ,矧 
6437,zaai6 ,砦 
6438,dong6 ,碭 
6439,mung4 ,礞 
6440,tiu1  ,祧 
6441,hai6  ,禊 
6442,zan1  ,禛 
6443,joeng4,穰 
6444,gai1  ,笄 
6445,gun2  ,筦 
6446,caak3 ,筴 
6447,hau4  ,篌 
6448,luk6  ,籙 
6449,jyu5  ,籹 
6450,zong1 ,粧 
6451,bei6  ,糒 
6452,han6  ,絎 
6453,huk6  ,縠 
6454,leoi4 ,縲 
6455,coi3  ,縩 
6456,zang1 ,繒 
6457,seoi1 ,繻 
6458,lou4  ,纑 
6459,saai2 ,纚 
6460,fau2  ,缶 
6461,si1   ,罳 
6462,gai3  ,罽 
6463,keoi1 ,胠 
6464,zan1  ,胗 
6465,dat1  ,腯 
6466,baan2 ,舨 
6467,maau5 ,茆 
6468,bat6  ,苾 
6469,zeoi1 ,苴 
6470,ci4   ,茌 
6471,gaan1 ,菅 
6472,baak6 ,菔 
6473,go1   ,菏 
6474,sik1  ,菥 
6475,sung1 ,菘 
6476,leot6 ,葎 
6477,juk6  ,蓐 
6478,saai2 ,蓰 
6479,cin2  ,蕆 
6480,jeoi4 ,蕤 
6481,cam4  ,蕁 
6482,cung4 ,藂 
6483,kung4 ,蛩 
6484,jau4  ,蝣 
6485,maau4 ,蝥 
6486,tong4 ,螗 
6487,maau4 ,蟊 
6488,zung1 ,螽 
6489,caa3  ,衩 
6490,git3  ,袺 
6491,cing4 ,裎 
6492,gwan1 ,褌 
6493,lin4  ,褳 
6494,koeng5,襁 
6495,lim6  ,襝 
6496,gu1   ,觚 
6497,gei1  ,觭 
6498,huk6  ,觳 
6499,kwai4 ,觿 
6500,gwang1,訇 
6501,jan6  ,訒 
6502,wat1  ,詘 
6503,san1  ,詵 
6504,cuk1  ,諔 
6505,sam4  ,諶 
6506,kai1  ,谿 
6507,fu6   ,賻 
6508,bai3  ,贔 
6509,fu1   ,趺 
6510,fu1   ,跗 
6511,kwai2 ,跬 
6512,baak6 ,踣 
6513,zaam6 ,蹔 
6514,zi3   ,躓 
6515,lou6  ,輅 
6516,jau4  ,輶 
6517,ngaa6 ,迓 
6518,lei5  ,邐 
6519,jyu1  ,邘 
6520,fong1 ,邡 
6521,hai4  ,郋 
6522,zau1  ,鄹 
6523,cou3  ,酢 
6524,pui1  ,醅 
6525,seoi2 ,醑 
6526,ziu3  ,醮 
6527,buk6  ,醭 
6528,liu5  ,釕 
6529,pei4  ,鈚 
6530,din6  ,鈿 
6531,si5   ,鈰 
6532,ji5   ,鉺 
6533,juk1  ,鋈 
6534,coeng1,錆 
6535,zyut3 ,錣 
6536,mun4  ,鍆 
6537,gei1  ,錤 
6538,caap3 ,鍤 
6539,tong2 ,鎲 
6540,dik1  ,鏑 
6541,syun4 ,鏇 
6542,fai3  ,鐨 
6543,kwan2 ,閫 
6544,dou1  ,闍 
6545,fan1  ,閽 
6546,jan1  ,闉 
6547,ngat6 ,阢 
6548,haang1,阬 
6549,zaap6 ,隰 
6550,jam4  ,霪 
6551,oi2   ,靉 
6552,saap3 ,靸 
6553,gin1  ,鞬 
6554,mun1  ,顢 
6555,syun1 ,飧 
6556,hei3  ,餼 
6557,gan2  ,饉 
6558,sau1  ,饈 
6559,tou1  ,饕 
6560,nou4  ,駑 
6561,luk6  ,騄 
6562,zeoi1 ,騅 
6563,sin3  ,騸 
6564,ngou4 ,驁 
6565,sik1  ,骰 
6566,maan4 ,鬘 
6567,gang2 ,鯁 
6568,cing1 ,鯖 
6569,tai4  ,鯷 
6570,gwaan1,鰥 
6571,lak6  ,鰳 
6572,kyut3 ,鴃 
6573,bou2  ,鵏 
6574,zik3  ,鶺 
6575,ji1   ,鷖 
6576,si1   ,鷥 
6577,liu4  ,鷯 
6578,fu2   ,黼 
6579,can3  ,齔 
6580,hat6  ,齕 
6581,cuk1  ,齪 
6582,cuk1  ,亍 
6583,mei5  ,亹 
6584,lak6  ,仂 
6585,taam4 ,倓 
6586,cau4  ,儔 
6587,lung5 ,儱 
6588,mou5  ,冇 
6589,gwai1 ,刲 
6590,gwai3 ,劌 
6591,lai5  ,劙 
6592,siu6  ,劭 
6593,paau4 ,匏 
6594,ji4   ,匜 
6595,zi1   ,卮 
6596,ngat6 ,卼 
6597,wang4 ,吰 
6598,taai1 ,呔 
6599,cip3  ,唼 
6600,fung2 ,唪 
6601,gaai1 ,喈 
6602,sok3  ,嗍 
6603,pong3 ,嗙 
6604,sau2  ,嗾 
6605,daap3 ,嚃 
6606,wan6  ,圂 
6607,leon4 ,圇 
6608,cyun2 ,圌 
6609,lyun4 ,圞 
6610,zi2   ,坁 
6611,caak3 ,坼 
6612,am1   ,垵 
6613,cing4 ,埕 
6614,tou3  ,堍 
6615,gong1 ,堽 
6616,lam5  ,壈 
6617,gwaai2,夬 
6618,bei6  ,奰 
6619,wan4  ,妘 
6620,heoi1 ,姁 
6621,hang4 ,姮 
6622,sung1 ,娀 
6623,aai1  ,娭 
6624,gyun3 ,婘 
6625,sit3  ,媟 
6626,ou2   ,媼 
6627,jyu2  ,嫗 
6628,mou4  ,嫫 
6629,faan3 ,嬔 
6630,coeng4,嬙 
6631,maa1  ,孖 
6632,kwan4 ,宭 
6633,ng6   ,寤 
6634,liu6  ,尥 
6635,haa1  ,岈 
6636,gau2  ,岣 
6637,ho2   ,岢 
6638,baa1  ,峇 
6639,ham3  ,崁 
6640,zeot1 ,崒 
6641,jam4  ,崟 
6642,jit6  ,嵲 
6643,zaap6 ,嶍 
6644,cang4 ,嶒 
6645,bok3  ,嶨 
6646,ngou3 ,嶴 
6647,caam4 ,巉 
6648,jin5  ,巘 
6649,fat1  ,巿 
6650,ping4 ,帡 
6651,ciu1  ,幧 
6652,mung4 ,幪 
6653,bei1  ,庳 
6654,gaai3 ,廨 
6655,jim2  ,弇 
6656,hyun1 ,弮 
6657,bang1 ,弸 
6658,juk1  ,彧 
6659,cik1  ,彳 
6660,gei3  ,徛 
6661,gei6  ,忮 
6662,fai3  ,怫 
6663,sai1  ,恓 
6664,cong2 ,惝 
6665,fan1  ,惛 
6666,min5  ,愐 
6667,man5  ,愍 
6668,kok3  ,愨 
6669,piu5  ,慓 
6670,nik1  ,慝 
6671,caam2 ,憯 
6672,kan4  ,懃 
6673,seot1 ,戌 
6674,gwing1,扃 
6675,at1   ,扤 
6676,pau4  ,抔 
6677,baat3 ,捌 
6678,seoi3 ,挩 
6679,lai6  ,捩 
6680,sim3  ,掞 
6681,syun1 ,揎 
6682,fai1  ,撝 
6683,aat1  ,揠 
6684,dip6  ,揲 
6685,caai1 ,搋 
6686,saat3 ,摋 
6687,tik1  ,擿 
6688,mai5  ,敉 
6689,doek3 ,斲 
6690,kei4  ,旂 
6691,lo1   ,旯 
6692,wan4  ,昀 
6693,zaan2 ,昝 
6694,bou1  ,晡 
6695,zeoi3 ,晬 
6696,hot3  ,暍 
6697,wai5  ,暐 
6698,tung4 ,曈 
6699,tan1  ,暾 
6700,syun1 ,朘 
6701,paa4  ,朳 
6702,dau2  ,枓 
6703,miu5  ,杪 
6704,cat1  ,柒 
6705,to4   ,柁 
6706,saai2 ,枲 
6707,bing1 ,栟 
6708,lou5  ,栳 
6709,kut3  ,栝 
6710,long4 ,桹 
6711,loi4  ,棶 
6712,loeng4,椋 
6713,ji4   ,椸 
6714,ceoi4 ,棰 
6715,gwok3 ,槨 
6716,gan2  ,槿 
6717,tong4 ,樘 
6718,zyu1  ,櫫 
6719,cyun4 ,欑 
6720,kat1  ,欬 
6721,aai2  ,欸 
6722,ham2  ,欿 
6723,jyu4  ,歈 
6724,gik1  ,殛 
6725,cau3  ,殠 
6726,jyu4  ,毹 
6727,lou5  ,氌 
6728,wan1  ,氳 
6729,gwai1 ,氿 
6730,mei6  ,沬 
6731,hou6  ,淏 
6732,man5  ,湣 
6733,jyun4 ,湲 
6734,hou6  ,滈 
6735,zaa3  ,溠 
6736,wan6  ,溷 
6737,wan4  ,溳 
6738,lau4  ,漊 
6739,fan4  ,濆 
6740,wai4  ,潿 
6741,daam6 ,澹 
6742,sin4  ,澶 
6743,sai6  ,澨 
6744,mei5  ,濔 
6745,guk1  ,瀔 
6746,mei4  ,瀰 
6747,ce6   ,灺 
6748,ziu3  ,炤 
6749,daat3 ,炟 
6750,ng6   ,焐 
6751,jan1  ,焮 
6752,coeng3,熗 
6753,hon3  ,熯 
6754,cim4  ,燂 
6755,ngou4 ,爊 
6756,zoek6 ,爝 
6757,zin3  ,牮 
6758,cau4  ,犨 
6759,hon4  ,犴 
6760,wan5  ,狁 
6761,jau6  ,狖 
6762,zai3  ,狾 
6763,jyu4  ,狳 
6764,ngai4 ,猊 
6765,jaak3 ,猰 
6766,wu4   ,猢 
6767,naau4 ,猱 
6768,jiu4  ,猺 
6769,him2  ,獫 
6770,fan1  ,獯 
6771,jyut6 ,玥 
6772,bung2 ,玤 
6773,ji6   ,珥 
6774,bung2 ,琫 
6775,mou6  ,瑁 
6776,wan4  ,琿 
6777,zam1  ,瑊 
6778,jung4 ,瑢 
6779,tin3  ,瑱 
6780,jing1 ,瓔 
6781,wun4  ,瓛 
6782,ling4 ,瓴 
6783,mang4 ,甍 
6784,zi3   ,疐 
6785,deng1 ,疔 
6786,gaai3 ,疥 
6787,gam1  ,疳 
6788,gaai1 ,痎 
6789,wai2  ,痿 
6790,tou4  ,瘏 
6791,zuk1  ,瘃 
6792,caai3 ,瘥 
6793,mok6  ,瘼 
6794,zaai3 ,瘵 
6795,zung3 ,瘲 
6796,din6  ,癜 
6797,bik1  ,皕 
6798,po4   ,皤 
6799,wo4   ,盉 
6800,mou6  ,眊 
6801,ci3   ,眙 
6802,wun2  ,睆 
6803,hon6  ,睅 
6804,gyun1 ,睊 
6805,sau2  ,瞍 
6806,can1  ,瞋 
6807,liu4  ,瞭 
6808,wok3  ,矱 
6809,gong1 ,矼 
6810,ce1   ,硨 
6811,haau1 ,磽 
6812,keoi4 ,磲 
6813,dan1  ,礅 
6814,soeng1,礵 
6815,jan1  ,禋 
6816,hyun3 ,禤 
6817,nei4  ,禰 
6818,joeng4,禳 
6819,saam1 ,穇 
6820,waa1  ,窊 
6821,seot1 ,窣 
6822,jyu4  ,窬 
6823,fat1  ,笏 
6824,sin2  ,筅 
6825,sai6  ,筮 
6826,geoi2 ,筥 
6827,ceoi4 ,箠 
6828,ceoi4 ,篨 
6829,wan4  ,篔 
6830,luk1  ,簏 
6831,gwai6 ,簣 
6832,fu2   ,簠 
6833,dong1 ,簹 
6834,saam2 ,糝 
6835,si1   ,絁 
6836,tai4  ,綈 
6837,gang2 ,綆 
6838,tou4  ,綯 
6839,tai4  ,緹 
6840,si1   ,緦 
6841,juk6  ,縟 
6842,wan1  ,縕 
6843,jan5  ,縯 
6844,zap1  ,縶 
6845,ciu1  ,繰 
6846,jyun6 ,繯 
6847,dou6  ,纛 
6848,laa3  ,罅 
6849,leoi4 ,罍 
6850,gong1 ,罡 
6851,gu1   ,罛 
6852,lei4  ,罹 
6853,wai3  ,罻 
6854,zang1 ,罾 
6855,bei1  ,羆 
6856,wang4 ,翃 
6857,siu1  ,翛 
6858,zyu3  ,翥 
6859,dit6  ,耋 
6860,zi6   ,耜 
6861,ning4 ,聹 
6862,zeon1 ,肫 
6863,nat6  ,肭 
6864,gu1   ,胍 
6865,dung6 ,胴 
6866,mui4  ,脢 
6867,naam5 ,腩 
6868,lo4   ,腡 
6869,koeng6,膙 
6870,zim1  ,臢 
6871,jit6  ,臬 
6872,zung1 ,舯 
6873,zuk6  ,舳 
6874,wong4 ,艎 
6875,tung4 ,艟 
6876,lou4  ,艫 
6877,gan3  ,艮 
6878,kau4  ,艽 
6879,gung1 ,芎 
6880,gei2  ,芑 
6881,saam1 ,芟 
6882,gei6  ,芰 
6883,fai3  ,芾 
6884,gap1  ,芨 
6885,kam4  ,芩 
6886,fat1  ,茀 
6887,fu4   ,苻 
6888,pei2  ,苤 
6889,fu1   ,莩 
6890,jin1  ,菸 
6891,jyu4  ,萸 
6892,wun4  ,萑 
6893,tim4  ,菾 
6894,dat6  ,葖 
6895,ting4 ,葶 
6896,paai3 ,蒎 
6897,geoi2 ,蒟 
6898,gwaai2,蒯 
6899,niu5  ,蔦 
6900,chik1 ,蓛 
6901,keoi4 ,蕖 
6902,gwai6 ,蕢 
6903,bai6  ,薜 
6904,wan1  ,薀 
6905,haai6 ,薤 
6906,oi3   ,薆 
6907,juk1  ,薁 
6908,jyu4  ,薷 
6909,zuk6  ,藚 
6910,lik6  ,藶 
6911,haau1 ,虓 
6912,fui1  ,虺 
6913,jim4  ,蚺 
6914,joeng4,蛘 
6915,mai4  ,蛑 
6916,lei4  ,蜊 
6917,saau1 ,蛸 
6918,tiu4  ,蜩 
6919,kei4  ,蜞 
6920,gwo2  ,蜾 
6921,baan2 ,蝂 
6922,jyun4 ,螈 
6923,cou4  ,螬 
6924,piu1  ,螵 
6925,dai3  ,螮 
6926,jiu4  ,蟯 
6927,hei2  ,蟢 
6928,lo2   ,蠃 
6929,caai3 ,蠆 
6930,wing4 ,蠑 
6931,wok6  ,蠖 
6932,nuk6  ,衄 
6933,hon2  ,衎 
6934,gam1  ,衿 
6935,paan3 ,袢 
6936,fau4  ,裒 
6937,taap3 ,褟 
6938,lim5  ,襜 
6939,jyu4  ,襦 
6940,git3  ,襭 
6941,bok3  ,襮 
6942,laan4 ,襴 
6943,paan3 ,襻 
6944,zim1  ,覘 
6945,gau3  ,覯 
6946,zi3   ,觶 
6947,bei1  ,詖 
6948,leoi6 ,誄 
6949,zau1  ,諏 
6950,pin4  ,諞 
6951,hing3 ,謦 
6952,zau1  ,譸 
6953,fun1  ,讙 
6954,baa1  ,豝 
6955,jyu5  ,貐 
6956,mak6  ,貘 
6957,fong3 ,貺 
6958,cung4 ,賨 
6959,daam6 ,賧 
6960,taam5 ,贉 
6961,cing1 ,赬 
6962,toi4  ,跆 
6963,gaa1  ,跏 
6964,zik1  ,踖 
6965,cuk1  ,踧 
6966,coeng1,蹡 
6967,faan4 ,蹯 
6968,daat3 ,躂 
6969,sip3  ,躞 
6970,jiu4  ,軺 
6971,loeng4,輬 
6972,cau3  ,輳 
6973,wan1  ,轀 
6974,mong4 ,邙 
6975,hon4  ,邗 
6976,zyu1  ,邾 
6977,ci1   ,郗 
6978,haau1 ,鄗 
6979,kui2  ,鄶 
6980,zaan3 ,酇 
6981,to4   ,酡 
6982,gu1   ,酤 
6983,luk6  ,醁 
6984,wu4   ,醐 
6985,tai4  ,醍 
6986,taam4 ,醰 
6987,cim1  ,銛 
6988,kung4 ,銎 
6989,ngo4  ,鋨 
6990,wan4  ,鋆 
6991,taam4 ,錟 
6992,jin4  ,鋋 
6993,long4 ,鎯 
6994,waan4 ,鍰 
6995,wong4 ,鍠 
6996,zaam6 ,鏨 
6997,lau4  ,鏐 
6998,buk6  ,鏷 
6999,kong3 ,閌 
7000,aat1  ,閼 
7001,gwik1 ,闃 
7002,fui2  ,闠 
7003,zou6  ,阼 
7004,pei4  ,陴 
7005,nip6  ,隉 
7006,fai1  ,隳 
7007,zeon2 ,隼 
7008,mak6  ,霢 
7009,doi6  ,靆 
7010,aau3  ,靿 
7011,laa1  ,鞡 
7012,hot3  ,鞨 
7013,cin1  ,韆 
7014,hon1  ,頇 
7015,fu2   ,頫 
7016,ham2  ,顑 
7017,hou6  ,顥 
7018,pan4  ,顰 
7019,zim2  ,颭 
7020,tok3  ,飥 
7021,dau6  ,餖 
7022,wong4 ,餭 
7023,hau4  ,餱 
7024,tit3  ,餮 
7025,ji3   ,饐 
7026,jan1  ,駰 
7027,sing1 ,騂 
7028,gwaa1 ,騧 
7029,zat1  ,騭 
7030,caam1 ,驂 
7031,fo1   ,髁 
7032,fong2 ,髣 
7033,bei6  ,髲 
7034,jau1  ,髹 
7035,zaa1  ,髽 
7036,lei1  ,鬁 
7037,do2   ,鬌 
7038,zan2  ,鬒 
7039,waan4 ,鬟 
7040,fui2  ,鮪 
7041,min5  ,鮸 
7042,ngai4 ,鯢 
7043,dip6  ,鰈 
7044,fuk1  ,鰒 
7045,si1   ,鰤 
7046,hau6  ,鱟 
7047,kui2  ,鱠 
7048,ling4 ,鴒 
7049,jau1  ,鵂 
7050,zau1  ,鵃 
7051,but6  ,鵓 
7052,zing1 ,鶄 
7053,cik1  ,鶒 
7054,wu4   ,鶘 
7055,tai4  ,鶗 
7056,gim1  ,鶼 
7057,jik6  ,鷁 
7058,hin1  ,鶱 
7059,neot6 ,鷸 
7060,kai1  ,鸂 
7061,pik1  ,鷿 
7062,mung4 ,鸏 
7063,gun3  ,鸛 
7064,lei4  ,鸝 
7065,guk1  ,麴 
7066,lai4  ,黧 
7067,zi2   ,黹 
7068,man5  ,黽 
7069,to4   ,鼉 
7070,fan4  ,鼢 
7071,baau1 ,齙 
7072,jyu5  ,齬 
7073,aa1   ,吖 
7074,ngoi4 ,騃 
7075,ak1   ,偓 
7076,ngaak6,詻 
7077,ngaam1,啱 
7078,ngaam4,巖 
7079,aang1 ,甖 
7080,ngau1 ,鈎 
7081,ax1   ,Ａ 
7082,baan2 ,阪 
7083,pei4  ,埤 
7084,pai5  ,睥 
7085,bei3  ,祕 
7086,bing2 ,昺 
7087,bik1  ,璧 
7088,bit3  ,彆 
7089,biu1  ,飆 
7090,bok3  ,壆 
7091,bo3   ,噃 
7092,bui3  ,揹 
7093,bui1  ,盃 
7094,ban3  ,儐 
7095,ban3  ,髕 
7096,but3  ,砵 
7097,bx1   ,Ｂ 
7098,cai1  ,凄 
7099,cau1  ,偢 
7100,zau3  ,甃 
7101,ce1   ,唓 
7102,ce4   ,輋 
7103,coek3 ,婥 
7104,coeng1,鎗 
7105,ci1   ,癡 
7106,ci1   ,黐 
7107,jing1 ,聇 
7108,coi2  ,跴 
7109,ciu2  ,愀 
7110,coi1  ,啋 
7111,coi2  ,綵 
7112,cong4 ,牀 
7113,cou3  ,譟 
7114,cyun4 ,佺 
7115,cyun4 ,恮 
7116,chyun2,烇 
7117,cyun4 ,牷 
7118,chyun4,瑔 
7119,chyun1,絟 
7120,cyun4 ,輇 
7121,cyun1 ,邨 
7122,chyun1,駩 
7123,cung2 ,塚 
7124,cung1 ,翀 
7125,jan2  ,荵 
7126,cung1 ,蓯 
7127,ceoi4 ,搥 
7128,ceoi4 ,鎚 
7129,ceot1 ,齣 
7130,cx1   ,Ｃ 
7131,dai1  ,胝 
7132,dau2  ,斗 
7133,di1   ,啲 
7134,dei2  ,哋 
7135,deng3 ,掟 
7136,ngoi4 ,獃 
7137,dit6  ,瓞 
7138,diu3  ,弔 
7139,diu1  ,彫 
7140,diu1  ,鵰 
7141,zeng2 ,丼 
7142,do2   ,哚 
7143,saat3 ,鎩 
7144,dong6 ,戙 
7145,dam1  ,揼 
7146,dan6  ,潡 
7147,dan6  ,燉 
7148,deun1 ,驐 
7149,dx1   ,Ｄ 
7150,ex1   ,Ｅ 
7151,faan6 ,汎 
7152,faat3 ,髮 
7153,fong2 ,怳 
7154,fun2  ,梡 
7155,fo3   ,騍 
7156,fung1 ,丰 
7157,fung1 ,峯 
7158,fung1 ,灃 
7159,kwai2 ,煃 
7160,fan1  ,勛 
7161,ban3  ,坋 
7162,fan4  ,妢 
7163,fan1  ,昐 
7164,fan1  ,枌 
7165,ban1  ,玢 
7166,fan3  ,瞓 
7167,fan1  ,砏 
7168,fan6  ,秎 
7169,fan1  ,羒 
7170,fan1  ,翂 
7171,fan4  ,蒶 
7172,fan4  ,蕡 
7173,fan1  ,衯 
7174,fan1  ,鈖 
7175,fan4  ,魵 
7176,buk6  ,仆 
7177,fx1   ,Ｆ 
7178,gaa1  ,傢 
7179,gaa2  ,㗎 
7180,gaa3  ,价 
7181,gaam3 ,鑑 
7182,gaan2 ,梘 
7183,gaau3 ,滘 
7184,gaau1 ,跤 
7185,gaak6 ,曱 
7186,gau2  ,茍 
7187,gau3  ,雊 
7188,ge3   ,嘅 
7189,kei4  ,萁 
7190,goeng1,礓 
7191,goeng1,薑 
7192,gaai3 ,蚧 
7193,gim1  ,蒹 
7194,gip1  ,喼 
7195,giu2  ,蹻 
7196,gok3  ,玨 
7197,gon3  ,榦 
7198,gon2  ,赶 
7199,go2   ,嗰 
7200,go3   ,箇 
7201,got3  ,轕 
7202,gu1   ,鴣 
7203,geoi1 ,啹 
7204,geoi1 ,崌 
7205,geoi3 ,据 
7206,gui6  ,攰 
7207,gui6  ,癐 
7208,guk6  ,侷 
7209,gam3  ,咁 
7210,gam2  ,噉 
7211,gan1  ,觔 
7212,gwaa3 ,啩 
7213,kwaai3,嘳 
7214,gwaa3 ,罣 
7215,gwai6 ,餽 
7216,gwaai2,枴 
7217,gwai6 ,炅 
7218,gx1   ,Ｇ 
7219,hang4 ,恆 
7220,wu6   ,枑 
7221,hang4 ,蘅 
7222,haak3 ,吓 
7223,hai2  ,喺 
7224,haan5 ,僩 
7225,haan4 ,嫺 
7226,haan4 ,閑 
7227,haau6 ,傚 
7228,saap6 ,烚 
7229,hei2  ,囍 
7230,hek3  ,喫 
7231,hoeng2,响 
7232,hoeng2,嚮 
7233,hin1  ,褰 
7234,kai3  ,愒 
7235,hit3  ,蝎 
7236,hon6  ,銲 
7237,ho2   ,嗬 
7238,hyun1 ,昍 
7239,hyun1 ,煖 
7240,syun1 ,瑄 
7241,hyun1 ,禢 
7242,hyun3 ,綣 
7243,hung4 ,葒 
7244,hung6 ,鬨 
7245,hung4 ,黌 
7246,heoi1 ,歔 
7247,huk6  ,槲 
7248,ham3  ,磡 
7249,hx1   ,Ｈ 
7250,ix1   ,Ｉ 
7251,zaa1  ,揸 
7252,zaang1,踭 
7253,zaa3  ,痄 
7254,zaa1  ,砟 
7255,zak1  ,昃 
7256,zak1  ,鰂 
7257,zan3  ,賑 
7258,zat6  ,姪 
7259,gaat6 ,甴 
7260,ze1   ,啫 
7261,zi1   ,諮 
7262,zyu3  ,着 
7263,zek6  ,蓆 
7264,zek3  ,隻 
7265,zeng6 ,凈 
7266,jing6 ,瀞 
7267,zing3 ,証 
7268,zi3   ,輊 
7269,zim1  ,霑 
7270,zin1  ,羶 
7271,gong2 ,顜 
7272,ji4   ,圯 
7273,zou1  ,蹧 
7274,zong1 ,庄 
7275,zong6 ,臟 
7276,zo2   ,咗 
7277,zyu1  ,硃 
7278,zung2 ,糉 
7279,zeoi3 ,蕞 
7280,zeoi1 ,隹 
7281,zuk1  ,燭 
7282,zuk1  ,筑 
7283,zeon6 ,儘 
7284,zeon1 ,樽 
7285,jx1   ,Ｊ 
7286,kaa1  ,咔 
7287,gang2 ,骾 
7288,kau4  ,梂 
7289,kau4  ,逑 
7290,kau3  ,釦 
7291,siu3  ,咲 
7292,goeng1,殭 
7293,koeng5,鏹 
7294,king4 ,琼 
7295,kyut3 ,觼 
7296,kim4  ,拑 
7297,kim4  ,箝 
7298,gwok3 ,漷 
7299,kok3  ,确 
7300,keoi5 ,佢 
7301,kam2  ,冚 
7302,kyut3 ,孓 
7303,fut3  ,蛞 
7304,gwok3 ,国 
7305,gwaak3 ,摑 
7306,kwan2 ,梱 
7307,jan1  ,絪 
7308,kwan4 ,羣 
7309,kx1   ,Ｋ 
7310,naa4  ,嗱 
7311,lai4  ,嚟 
7312,saai2 ,躧 
7313,laak3 ,嘞 
7314,laam5 ,欖 
7315,laan1 ,躝 
7316,laap6 ,鱲 
7317,lau6  ,霤 
7318,lau4  ,騮 
7319,lo4   ,儸 
7320,lo1   ,囖 
7321,lo2   ,攞 
7322,lo4   ,蘿 
7323,lei6  ,脷 
7324,lei4  ,貍 
7325,lei4  ,釐 
7326,ling4 ,Ｏ 
7327,ling4 ,昤 
7328,ling4 ,０ 
7329,lek6  ,壢 
7330,lim5  ,歛 
7331,long5 ,塱 
7332,long5 ,烺 
7333,long4 ,琅 
7334,long4 ,稂 
7335,long6 ,蒗 
7336,long2 ,𠺘
7337,lou4  ,蟧 
7338,lou4  ,鑪 
7339,lou5  ,滷 
7340,lyun5 ,孌 
7341,lyun5 ,臠 
7342,luk6  ,穋 
7343,lam3  ,冧 
7344,lam2  ,諗 
7345,leon4 ,燐 
7346,leon4 ,鏻 
7347,suk1  ,憟 
7348,lx1   ,Ｌ 
7349,maa4  ,痲 
7350,man5  ,抆 
7351,man4  ,玟 
7352,mau1  ,踎 
7353,mei1  ,屘 
7354,mei5  ,渼 
7355,mei4  ,瑂 
7356,mei4  ,黴 
7357,ming5 ,酩 
7358,jat6  ,汨 
7359,mit6  ,衊 
7360,mong5 ,魍 
7361,mo1   ,嚤 
7362,fu2   ,嘸 
7363,gei3  ,旡 
7364,mung5 ,蠓 
7365,muk6  ,苜 
7366,muk6  ,霂 
7367,mx1   ,Ｍ 
7368,naa2  ,乸 
7369,naai5 ,釢 
7370,nan2  ,撚 
7371,naap6 ,衲 
7372,naap6 ,魶 
7373,nau1  ,嬲 
7374,nei5  ,妳 
7375,noeng4,孃 
7376,ngaa4 ,枒 
7377,nga5  ,蕥 
7378,ngaai4,捱 
7379,ngou4 ,聱 
7380,ngou4 ,鼇 
7381,ning4 ,甯 
7382,nik1  ,暱 
7383,niu5  ,嫋 
7384,niu5  ,嬝 
7385,hoeng2,饟 
7386,no6   ,糯 
7387,nx1   ,Ｎ 
7388,ngok3 ,噁 
7389,ho1   ,坷 
7390,ox1   ,Ｏ 
7391,baang4,嘭 
7392,paa4  ,杷 
7393,mak6  ,銆 
7394,pan4  ,玭 
7395,paau3 ,砲 
7396,bei2  ,䠋 
7397,ji4   ,迆 
7398,pei3  ,帔 
7399,pei4  ,枇 
7400,peng4 ,呯 
7401,bou6  ,埗 
7402,bam1  ,乓 
7403,pong4 ,徬 
7404,buk1  ,卟 
7405,px1   ,Ｐ 
7406,qx1   ,Ｑ 
7407,rx1   ,Ｒ 
7408,saa1  ,唦 
7409,san1  ,甡 
7410,sak1  ,噻 
7411,caan4 ,僝 
7412,zaa3  ,煠 
7413,sat1  ,蝨 
7414,si1   ,俬 
7415,si1   ,偲 
7416,si1   ,葹 
7417,si1   ,螄 
7418,joeng4,勷 
7419,sing4 ,晟 
7420,sing6 ,賸 
7421,seon4 ,脣 
7422,sing3 ,煋 
7423,sing1 ,陞 
7424,saai1 ,嘥 
7425,sik1  ,瘜 
7426,sik1  ,螅 
7427,jam4  ,簷 
7428,sin3  ,搧 
7429,sin2  ,癬 
7430,sin3  ,綫 
7431,sit3  ,渫 
7432,siu2  ,篠 
7433,siu1  ,蠨 
7434,siu1  ,魈 
7435,so1   ,簑 
7436,syun1 ,猻 
7437,sung1 ,嵩 
7438,sam1  ,蔘 
7439,sap1  ,溼 
7440,sx1   ,Ｓ 
7441,taa1  ,祂 
7442,taai3 ,殢 
7443,tai4  ,稊 
7444,taam2 ,撢 
7445,taai3 ,軚 
7446,tik1  ,鋱 
7447,tim1  ,𠻹
7448,tit3  ,铁 
7449,tiu3  ,覜 
7450,toi4  ,枱 
7451,deoi3 ,祋 
